,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,7930.608000,3965.304000,3965.304000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,1473459.328000,12027.139000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,103043.104000,51521.552000,51521.552000,0.000000,1020.102000,0.000000,0.000000,11780.244000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,1923.456000,961.728000,961.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,7930.608000,3965.304000,3965.304000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,61912.048000,30956.024000,30956.024000,0.000000,1986.491000,0.000000,0.000000,15648.037000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,961.728000,961.728000,961.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,7930.608000,3965.304000,3965.304000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,103043.104000,51521.552000,51521.552000,0.000000,1020.102000,0.000000,0.000000,11780.244000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,1923.456000,961.728000,961.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,7930.608000,3965.304000,3965.304000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,61912.048000,30956.024000,30956.024000,0.000000,1986.491000,0.000000,0.000000,15648.037000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,961.728000,961.728000,961.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,7930.608000,3965.304000,3965.304000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,103043.104000,51521.552000,51521.552000,0.000000,1020.102000,0.000000,0.000000,11780.244000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,1923.456000,961.728000,961.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,7930.608000,3965.304000,3965.304000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,61912.048000,30956.024000,30956.024000,0.000000,1986.491000,0.000000,0.000000,15648.038000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,961.728000,961.728000,961.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,7930.608000,3965.304000,3965.304000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,103043.104000,51521.552000,51521.552000,0.000000,1020.101000,0.000000,0.000000,11780.242000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,1923.456000,961.728000,961.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,7930.608000,3965.304000,3965.304000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,61912.048000,30956.024000,30956.024000,0.000000,1986.491000,0.000000,0.000000,15648.036000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,961.728000,961.728000,961.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1485486.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
