,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,5493.088000,2746.544000,2746.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,903535.040000,9854.424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,64579.680000,32289.840000,32289.840000,0.000000,659.464000,0.000000,0.000000,8790.967000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,1537.056000,768.528000,768.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,5493.088000,2746.544000,2746.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,34686.176000,17343.088000,17343.088000,0.000000,1803.949000,0.000000,0.000000,11785.314000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,768.528000,768.528000,768.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,5493.088000,2746.544000,2746.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,64579.680000,32289.840000,32289.840000,0.000000,659.464000,0.000000,0.000000,8790.968000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,1537.056000,768.528000,768.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,5493.088000,2746.544000,2746.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,34686.176000,17343.088000,17343.088000,0.000000,1803.951000,0.000000,0.000000,11785.316000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,768.528000,768.528000,768.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,5493.088000,2746.544000,2746.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,64579.680000,32289.840000,32289.840000,0.000000,659.463000,0.000000,0.000000,8790.966000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,1537.056000,768.528000,768.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,5493.088000,2746.544000,2746.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,34686.176000,17343.088000,17343.088000,0.000000,1803.951000,0.000000,0.000000,11785.315000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,768.528000,768.528000,768.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,5493.088000,2746.544000,2746.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,64579.680000,32289.840000,32289.840000,0.000000,659.464000,0.000000,0.000000,8790.968000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,1537.056000,768.528000,768.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,5493.088000,2746.544000,2746.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,34686.176000,17343.088000,17343.088000,0.000000,1803.950000,0.000000,0.000000,11785.315000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,768.528000,768.528000,768.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,913389.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
