,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_4,12085.696000,6042.848000,6042.848000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2918874.515000,2918731.072000,143.443000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_4,198589.072000,99294.536000,99294.536000,0.000000,0.000000,0.000000,0.000000,8790.967000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_4,2909.024000,1454.512000,1454.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_4,12085.696000,6042.848000,6042.848000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama2_7b_ubatch_4,136990.128000,68495.064000,68495.064000,0.000000,35.669000,0.000000,0.000000,11785.316000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama2_7b_ubatch_4,1454.512000,1454.512000,1454.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_4,12085.696000,6042.848000,6042.848000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_4,198589.072000,99294.536000,99294.536000,0.000000,0.000000,0.000000,0.000000,8790.967000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_4,2909.024000,1454.512000,1454.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_4,12085.696000,6042.848000,6042.848000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama2_7b_ubatch_4,136990.128000,68495.064000,68495.064000,0.000000,35.668000,0.000000,0.000000,11785.314000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama2_7b_ubatch_4,1454.512000,1454.512000,1454.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2918874.515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
