batch,seq_length,n_embed,n_head,tensor_parallelism,gpu_name,sms,tpcs,gpcs,cuda_cores,tensor_cores,ram_gb,l2_cache_mb,mem_bw_gB_s,phase,runtime_s,kernel
0.4147323668003082,0.745177211239934,0.2365620555356145,0.007014209404587746,0.3360669631510973,h100,114,57,8,14592,456,80,50,2000,0,0.099466854095459,mlp
0.6128290742635727,0.3564541842788458,0.733501442708075,0.7546084374189377,0.8394060796126723,h100,114,57,8,14592,456,80,50,2000,0,0.4592936676025389,mlp
0.9676523013040423,0.8494079364463687,0.4980818182229996,0.30488102324306965,0.6940180398523808,h100,114,57,8,14592,456,80,50,2000,0,,mlp
0.005641276948153973,0.2380633195862174,0.9718608148396015,0.5582430884242058,0.1923832604661584,h100,114,57,8,14592,456,80,50,2000,0,0.0540614429473877,mlp
0.23712242487818003,0.8826433895155787,0.5226285615935922,0.7192806443199515,0.0005580652505159378,h100,114,57,8,14592,456,80,50,2000,0,,mlp
0.7909806603565812,0.017449445091187954,0.009817649610340595,0.4717929707840085,0.5031700050458312,h100,114,57,8,14592,456,80,50,2000,0,0.0009083840012550356,mlp
0.6295151133090258,0.5245023760944605,0.77648751065135,0.9683498507365584,0.904415387660265,h100,114,57,8,14592,456,80,50,2000,0,,mlp
0.3434808421880007,0.38975062780082226,0.2560800388455391,0.2148502292111516,0.40400560293346643,h100,114,57,8,14592,456,80,50,2000,0,0.050291667175292966,mlp
0.29321322217583656,0.8093864899128675,0.8542947387322783,0.4117571096867323,0.8006307836622,h100,114,57,8,14592,456,80,50,2000,0,,mlp
0.7416037805378437,0.1667561624199152,0.3671052334830165,0.6623117811977863,0.29731837194412947,h100,114,57,8,14592,456,80,50,2000,0,0.10399630928039552,mlp
0.8379505118355155,0.6582460766658187,0.6005564723163843,0.1511217262595892,0.16927272081375122,h100,114,57,8,14592,456,80,50,2000,0,,mlp
0.12613439466804266,0.300806718878448,0.12096436135470867,0.8995706997811794,0.6708731697872281,h100,114,57,8,14592,456,80,50,2000,0,0.0034354928016662603,mlp
0.11547739524394274,0.5625757118687034,0.3904824061319232,0.8144761128351092,0.6049011554569006,h100,114,57,8,14592,456,80,50,2000,0,0.10469910812377929,mlp
0.9190420182421803,0.45909964572638273,0.8935424825176597,0.0640284726396203,0.1023235497996211,h100,114,57,8,14592,456,80,50,2000,0,,mlp
0.5004274901002645,0.9676183070987463,0.1288410034030676,0.6221695868298411,0.49013684689998627,h100,114,57,8,14592,456,80,50,2000,0,0.05387469940185548,mlp
0.46419902704656124,0.07114687748253345,0.6550625432282686,0.3735835338011384,0.9905199306085706,h100,114,57,8,14592,456,80,50,2000,0,0.023555921649932865,mlp
0.4996646950021386,0.9991697035729885,0.32050859183073044,0.9882249813526869,0.23723946139216423,h100,114,57,8,14592,456,80,50,2000,0,0.429494677734375,mlp
0.5357016185298562,0.10270584374666214,0.8330887220799923,0.23477016761898994,0.7356045627966523,h100,114,57,8,14592,456,80,50,2000,0,0.22469369277954102,mlp
0.884673098102212,0.5955919371917844,0.06643337476998568,0.7001237776130438,0.8558492157608271,h100,114,57,8,14592,456,80,50,2000,0,0.030021273422241212,mlp
0.08081560768187046,0.4921234408393502,0.5870411107316613,0.45261990651488304,0.35918821301311255,h100,114,57,8,14592,456,80,50,2000,0,0.0500815341949463,mlp
0.16195572167634964,0.6288843275979161,0.9190893806517124,0.26985404919832945,0.41637178882956505,h100,114,57,8,14592,456,80,50,2000,0,0.5060092102050782,mlp
0.8739674910902977,0.27145265880972147,0.42188867926597595,0.5232017943635583,0.915961884893477,h100,114,57,8,14592,456,80,50,2000,0,0.2127471923828125,mlp
0.7066349415108562,0.7785598821938038,0.6572942668572068,0.04226920288056135,0.5515748206526041,h100,114,57,8,14592,456,80,50,2000,0,,mlp
0.2585408864542842,0.13593724370002747,0.1838071020320058,0.7899101758375764,0.05418664123862982,h100,114,57,8,14592,456,80,50,2000,0,0.05533490104675294,mlp
