batch,seq_length,n_embed,gpu_name,sms,tpcs,gpcs,cuda_cores,tensor_cores,ram_gb,l2_cache_mb,mem_bw_gB_s,phase,runtime_s,kernel
64,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
2,4096,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0005664384037256241,rms_norm
32,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.06776779518127442,rms_norm
128,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.06723476257324218,rms_norm
128,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
64,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.034396416091918944,rms_norm
32,16384,1024,h100,114,57,8,14592,456,80,50,2000,0,0.00844789433479309,rms_norm
64,2048,16384,h100,114,57,8,14592,456,80,50,2000,0,0.033776025581359864,rms_norm
64,8192,2048,h100,114,57,8,14592,456,80,50,2000,0,0.016726231956481933,rms_norm
16,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.03383936347961426,rms_norm
64,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
128,2048,8192,h100,114,57,8,14592,456,80,50,2000,0,0.034436384010314944,rms_norm
128,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
32,1024,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0021181664109230043,rms_norm
16,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.016833870410919192,rms_norm
64,4096,4096,h100,114,57,8,14592,456,80,50,2000,0,0.016736238288879397,rms_norm
64,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
16,4096,2048,h100,114,57,8,14592,456,80,50,2000,0,0.002156486403942108,rms_norm
32,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.06889382400512696,rms_norm
128,512,8192,h100,114,57,8,14592,456,80,50,2000,0,0.008437660789489746,rms_norm
128,16384,4096,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
64,2048,16384,h100,114,57,8,14592,456,80,50,2000,0,0.033742384147644036,rms_norm
16,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.008380542421340943,rms_norm
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.06892718009948731,rms_norm
64,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
32,2048,8192,h100,114,57,8,14592,456,80,50,2000,0,0.008385540866851806,rms_norm
64,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.03348897457122803,rms_norm
128,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
128,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
32,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.0344300178527832,rms_norm
8,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,0.033787334442138675,rms_norm
64,4096,2048,h100,114,57,8,14592,456,80,50,2000,0,0.00837521448135376,rms_norm
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.06896409416198732,rms_norm
4,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.004207559990882874,rms_norm
32,16384,2048,h100,114,57,8,14592,456,80,50,2000,0,0.016776225566864013,rms_norm
128,4096,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
128,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
64,2048,4096,h100,114,57,8,14592,456,80,50,2000,0,0.008329097557067872,rms_norm
32,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.06774692192077637,rms_norm
64,4096,4096,h100,114,57,8,14592,456,80,50,2000,0,0.016750089454650882,rms_norm
64,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
16,2048,4096,h100,114,57,8,14592,456,80,50,2000,0,0.002116163194179535,rms_norm
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.06904111022949219,rms_norm
128,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.06716589126586914,rms_norm
128,8192,1024,h100,114,57,8,14592,456,80,50,2000,0,0.01684627857208252,rms_norm
32,4096,16384,h100,114,57,8,14592,456,80,50,2000,0,0.033786779022216794,rms_norm
16,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.03444900665283203,rms_norm
64,1024,8192,h100,114,57,8,14592,456,80,50,2000,0,0.008479659175872801,rms_norm
64,16384,2048,h100,114,57,8,14592,456,80,50,2000,0,0.03362812786102295,rms_norm
8,512,16384,h100,114,57,8,14592,456,80,50,2000,0,0.001087201601266861,rms_norm
32,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.034401394844055175,rms_norm
128,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.06903162956237792,rms_norm
128,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
64,8192,2048,h100,114,57,8,14592,456,80,50,2000,0,0.016677228736877443,rms_norm
32,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.06898923187255859,rms_norm
64,2048,8192,h100,114,57,8,14592,456,80,50,2000,0,0.0168860894203186,rms_norm
64,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
32,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.016846044731140136,rms_norm
64,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
128,1024,2048,h100,114,57,8,14592,456,80,50,2000,0,0.004173019218444824,rms_norm
128,16384,4096,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
32,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.016952395153045655,rms_norm
4,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.002136963212490082,rms_norm
64,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
64,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.033495163154602055,rms_norm
4,4096,16384,h100,114,57,8,14592,456,80,50,2000,0,0.004201710367202759,rms_norm
32,16384,4096,h100,114,57,8,14592,456,80,50,2000,0,0.033521486282348634,rms_norm
128,2048,8192,h100,114,57,8,14592,456,80,50,2000,0,0.03445334415435791,rms_norm
128,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
64,4096,2048,h100,114,57,8,14592,456,80,50,2000,0,0.008362332725524904,rms_norm
32,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.034453294181823725,rms_norm
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.06899317932128907,rms_norm
64,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
16,1024,8192,h100,114,57,8,14592,456,80,50,2000,0,0.00213012158870697,rms_norm
64,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
128,4096,1024,h100,114,57,8,14592,456,80,50,2000,0,0.008432011318206787,rms_norm
128,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.06707636184692381,rms_norm
32,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.03439915657043457,rms_norm
8,16384,4096,h100,114,57,8,14592,456,80,50,2000,0,0.008401758432388306,rms_norm
64,2048,16384,h100,114,57,8,14592,456,80,50,2000,0,0.03377671813964844,rms_norm
64,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
16,2048,8192,h100,114,57,8,14592,456,80,50,2000,0,0.0041994336605072026,rms_norm
32,8192,2048,h100,114,57,8,14592,456,80,50,2000,0,0.008392921495437623,rms_norm
128,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
128,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
64,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.03446298561096191,rms_norm
16,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,0.06777591018676757,rms_norm
64,512,4096,h100,114,57,8,14592,456,80,50,2000,0,0.00212143839597702,rms_norm
64,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
32,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.01673432006835937,rms_norm
64,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
128,4096,4096,h100,114,57,8,14592,456,80,50,2000,0,0.03348415832519531,rms_norm
128,16384,2048,h100,114,57,8,14592,456,80,50,2000,0,0.06728642387390138,rms_norm
32,1024,16384,h100,114,57,8,14592,456,80,50,2000,0,0.008378644752502442,rms_norm
8,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.008492327880859374,rms_norm
64,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.03439928150177002,rms_norm
64,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
8,2048,1024,h100,114,57,8,14592,456,80,50,2000,0,0.0002943664014339447,rms_norm
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.06896387519836425,rms_norm
128,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.06901032791137696,rms_norm
128,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.06709081916809082,rms_norm
64,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
32,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.06893697395324708,rms_norm
64,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.0344354944229126,rms_norm
64,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.03349776668548583,rms_norm
16,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.0084686607837677,rms_norm
64,16384,4096,h100,114,57,8,14592,456,80,50,2000,0,0.06706828918457032,rms_norm
128,1024,16384,h100,114,57,8,14592,456,80,50,2000,0,0.033788900756835924,rms_norm
128,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
32,2048,8192,h100,114,57,8,14592,456,80,50,2000,0,0.008370748853683472,rms_norm
16,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.03382580204010009,rms_norm
64,8192,2048,h100,114,57,8,14592,456,80,50,2000,0,0.0167507550239563,rms_norm
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.068978507232666,rms_norm
8,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.004178267192840575,rms_norm
32,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,rms_norm
