batch,max_seq_length,n_embed,n_head,tensor_parallelism,gpu_name,sms,tpcs,gpcs,cuda_cores,tensor_cores,ram_gb,l2_cache_mb,mem_bw_gB_s,phase,runtime_s,kernel
0.09683060180395842,0.07357478700578213,0.5493560740724206,0.49177449475973845,0.92562669608742,h100,114,57,8,14592,456,80,50,2000,0,0.004591072010993957,attn
0.7319788867607713,0.9062888706102967,0.25942376628518105,0.586692912504077,0.2900920305401087,h100,114,57,8,14592,456,80,50,2000,0,1.2297599426269532,attn
0.9516074331477284,0.353420433588326,0.9758101021870971,0.24717653542757034,0.1679536271840334,h100,114,57,8,14592,456,80,50,2000,0,,attn
0.3133487394079566,0.6276628244668245,0.21493064053356647,0.8303771885111928,0.5479987794533372,h100,114,57,8,14592,456,80,50,2000,0,0.28746538391113285,attn
0.42823876813054085,0.3955258009955287,0.4116981690749526,0.9879405871033669,0.7198040960356593,h100,114,57,8,14592,456,80,50,2000,0,0.4153532257080078,attn
0.8048416581004858,0.62338912114501,0.6549994964152575,0.09077095706015825,0.12090607732534409,h100,114,57,8,14592,456,80,50,2000,0,,attn
0.5271667707711458,0.17939967662096024,0.10951449070125818,0.7433426631614566,0.49340495467185974,h100,114,57,8,14592,456,80,50,2000,0,0.13597347259521483,attn
0.14598767459392548,0.8407346671447158,0.8232749290764332,0.33445520512759686,0.8475560052320361,h100,114,57,8,14592,456,80,50,2000,0,0.7479207336425782,attn
0.23806174285709858,0.28779785614460707,0.02924374584108591,0.036244154907763004,0.3278530305251479,h100,114,57,8,14592,456,80,50,2000,0,0.011974662399291992,attn
0.6224752217531204,0.7010859809815884,0.7879565767943859,0.8850423879921436,0.9583822898566723,h100,114,57,8,14592,456,80,50,2000,0,0.8949555847167969,attn
0.8423608429729939,0.003922469913959503,0.44556701090186834,0.29646806605160236,0.5855245776474476,h100,114,57,8,14592,456,80,50,2000,0,0.01725523529052734,attn
0.453367343172431,0.983738905750215,0.7377269808202982,0.6257359748706222,0.20047521498054266,h100,114,57,8,14592,456,80,50,2000,0,,attn
0.2874975772574544,0.24307245574891567,0.8856668611988425,0.5323800016194582,0.028791834600269794,h100,114,57,8,14592,456,80,50,2000,0,1.487347344970703,attn
0.9148314585909247,0.7692679846659303,0.17358500696718693,0.38915068563073874,0.6324501913040876,h100,114,57,8,14592,456,80,50,2000,0,,attn
0.6359267486259341,0.4632254811003804,0.5931278103962541,0.79260388109833,0.7551915403455496,h100,114,57,8,14592,456,80,50,2000,0,0.41567102050781257,attn
0.00547864381223917,0.547892676666379,0.3480868600308895,0.1298442967236042,0.40580154675990343,h100,114,57,8,14592,456,80,50,2000,0,0.023162798404693603,attn
0.043588584288954735,0.49946633260697126,0.7709364853799343,0.6948299203068018,0.5119161019101739,h100,114,57,8,14592,456,80,50,2000,0,0.24205179290771484,attn
0.6582571901381016,0.5196880511939526,0.04527419153600931,0.3523741355165839,0.14737371541559696,h100,114,57,8,14592,456,80,50,2000,0,0.5495414184570312,attn
0.8769221007823944,0.2165684923529625,0.6882361564785242,0.9502300852909684,0.2696257997304201,h100,114,57,8,14592,456,80,50,2000,0,1.1502513183593748,attn
0.26499769277870655,0.803318521939218,0.49602125491946936,0.09605647251009941,0.8894132310524583,h100,114,57,8,14592,456,80,50,2000,0,0.7778688537597656,attn
0.49317089561372995,0.03237768076360226,0.12737294472754002,0.19111811462789774,0.8427145956084132,h100,114,57,8,14592,456,80,50,2000,0,0.0034303311824798585,attn
0.8668731851503253,0.9477333659306169,0.9309159805998206,0.8563300780951977,0.44156666845083237,h100,114,57,8,14592,456,80,50,2000,0,,attn
0.5823532482609153,0.253508192487061,0.3358103148639202,0.4465182516723871,0.06919822096824646,h100,114,57,8,14592,456,80,50,2000,0,1.01529167175293,attn
0.21383751649409533,0.7273355443030596,0.6063944781199098,0.600012450478971,0.7148493630811572,h100,114,57,8,14592,456,80,50,2000,0,0.1725459564208984,attn
0.18385134544223547,0.14315535686910152,0.30667178705334663,0.7705686837434769,0.234727687202394,h100,114,57,8,14592,456,80,50,2000,0,0.05463953418731691,attn
0.5497430386021733,0.8689358467236161,0.5011145928874612,0.18198502529412508,0.604030292481184,h100,114,57,8,14592,456,80,50,2000,0,,attn
0.7666860306635499,0.4220253648236394,0.23410245962440968,0.5307906595990062,0.9770164676010609,h100,114,57,8,14592,456,80,50,2000,0,0.36056958465576167,attn
0.40598470997065306,0.589334161952138,0.9575978880748153,0.42267673276364803,0.36199045088142157,h100,114,57,8,14592,456,80,50,2000,0,,attn
0.3533942699432373,0.3249696223065257,0.6690310407429934,0.2668265728279948,0.4088110225275159,h100,114,57,8,14592,456,80,50,2000,0,0.1254939651489258,attn
0.9758772868663073,0.663672786206007,0.3967074966058135,0.6859712805598974,0.8049536626785994,h100,114,57,8,14592,456,80,50,2000,0,0.6628665954589844,attn
0.6920988913625479,0.10786791890859604,0.8678240217268467,0.027048572897911072,0.6823279615491629,h100,114,57,8,14592,456,80,50,2000,0,0.3259802932739258,attn
0.07236388698220253,0.8800427531823516,0.0659593353047967,0.9266629563644528,0.03167225141078234,h100,114,57,8,14592,456,80,50,2000,0,0.97193251953125,attn
0.07919119205325842,0.3662739908322692,0.4598553190007806,0.6185652865096927,0.8691958039999008,h100,114,57,8,14592,456,80,50,2000,0,0.042522051429748534,attn
0.7184874834492803,0.6526395007967949,0.7322095073759556,0.45921541564166546,0.469562198035419,h100,114,57,8,14592,456,80,50,2000,0,0.6786370056152343,attn
0.9963488066568971,0.08362097665667534,0.003253779374063015,0.8631641641259193,0.09584430139511824,h100,114,57,8,14592,456,80,50,2000,0,0.13056259613037108,attn
0.3622381193563342,0.9365147976204753,0.8051488567143679,0.21553402859717607,0.7431625798344612,h100,114,57,8,14592,456,80,50,2000,0,1.7537096191406252,attn
0.37959587574005127,0.16529464907944202,0.5644302731379867,0.12242180854082108,0.5398458261042833,h100,114,57,8,14592,456,80,50,2000,0,0.10126066131591797,attn
0.7598594445735216,0.8145675780251622,0.36995706148445606,0.9551147492602468,0.17391882184892893,h100,114,57,8,14592,456,80,50,2000,0,,attn
0.5408989544957876,0.3866700464859605,0.8948160270228982,0.3670207215473056,0.29775305185467005,h100,114,57,8,14592,456,80,50,2000,0,,attn
0.16338053718209267,0.5944146420806646,0.17128996923565865,0.7114333342760801,0.916247183457017,h100,114,57,8,14592,456,80,50,2000,0,0.045723915100097656,attn
0.18941695056855679,0.02632063813507557,0.9937597000971437,0.9178758570924401,0.3812322523444891,h100,114,57,8,14592,456,80,50,2000,0,0.028944367980957036,attn
