batch,seq_length,n_embed,n_head,tensor_parallelism,gpu_name,sms,tpcs,gpcs,cuda_cores,tensor_cores,ram_gb,l2_cache_mb,mem_bw_gB_s,phase,runtime_s,kernel
64,2048,8192,64,2,h100,114,57,8,14592,456,80,50,2000,0,0.2251800842285156,mlp
64,8192,16384,128,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,4096,4096,32,2,h100,114,57,8,14592,456,80,50,2000,0,0.104397855758667,mlp
128,16384,8192,64,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
8,2048,2048,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.0004328767985105514,mlp
32,16384,8192,32,8,h100,114,57,8,14592,456,80,50,2000,0,0.21379954757690428,mlp
128,1024,16384,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.5252266784667968,mlp
64,8192,4096,16,1,h100,114,57,8,14592,456,80,50,2000,0,0.46484631958007816,mlp
32,8192,8192,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.2253622100830078,mlp
32,16384,4096,64,2,h100,114,57,8,14592,456,80,50,2000,0,0.213833122253418,mlp
64,4096,8192,32,4,h100,114,57,8,14592,456,80,50,2000,0,0.2236278007507325,mlp
128,16384,8192,128,8,h100,114,57,8,14592,456,80,50,2000,0,,mlp
32,4096,16384,16,4,h100,114,57,8,14592,456,80,50,2000,0,0.5036018051147462,mlp
8,8192,8192,32,4,h100,114,57,8,14592,456,80,50,2000,0,0.05037118072509765,mlp
128,8192,2048,128,8,h100,114,57,8,14592,456,80,50,2000,0,0.029299331283569336,mlp
64,16384,16384,64,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,512,4096,64,2,h100,114,57,8,14592,456,80,50,2000,0,0.012455377674102782,mlp
64,16384,16384,16,8,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,1024,4096,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.011588432025909421,mlp
128,8192,16384,64,2,h100,114,57,8,14592,456,80,50,2000,0,,mlp
16,8192,8192,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.049267765045166015,mlp
16,8192,1024,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.0019965312004089357,mlp
128,4096,8192,64,1,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,16384,4096,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.19631543502807616,mlp
32,4096,16384,16,8,h100,114,57,8,14592,456,80,50,2000,0,0.21758251953125002,mlp
32,8192,8192,64,2,h100,114,57,8,14592,456,80,50,2000,0,0.47740864562988283,mlp
64,8192,16384,128,8,h100,114,57,8,14592,456,80,50,2000,0,,mlp
128,16384,2048,32,4,h100,114,57,8,14592,456,80,50,2000,0,0.10998128204345703,mlp
32,2048,8192,128,2,h100,114,57,8,14592,456,80,50,2000,0,0.12055407066345214,mlp
4,16384,16384,128,2,h100,114,57,8,14592,456,80,50,2000,0,0.48617180480957023,mlp
128,2048,8192,8,4,h100,114,57,8,14592,456,80,50,2000,0,0.2249158073425293,mlp
64,8192,8192,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.21012411956787108,mlp
64,4096,4096,32,4,h100,114,57,8,14592,456,80,50,2000,0,0.048781808090209954,mlp
64,8192,8192,128,2,h100,114,57,8,14592,456,80,50,2000,0,0.9514543395996095,mlp
64,8192,4096,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.09875386657714844,mlp
128,16384,16384,128,8,h100,114,57,8,14592,456,80,50,2000,0,,mlp
4,1024,8192,32,4,h100,114,57,8,14592,456,80,50,2000,0,0.0026478623986244203,mlp
32,16384,2048,8,4,h100,114,57,8,14592,456,80,50,2000,0,0.026201983928680422,mlp
128,2048,8192,128,8,h100,114,57,8,14592,456,80,50,2000,0,0.1025971649169922,mlp
64,8192,4096,32,4,h100,114,57,8,14592,456,80,50,2000,0,0.09906463241577149,mlp
32,4096,16384,64,1,h100,114,57,8,14592,456,80,50,2000,0,1.967165545654297,mlp
32,16384,4096,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.09935722122192384,mlp
64,512,16384,16,2,h100,114,57,8,14592,456,80,50,2000,0,0.2314773597717285,mlp
128,8192,2048,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.05453627853393554,mlp
16,8192,8192,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.049416841506958006,mlp
16,8192,16384,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.2123216873168945,mlp
128,4096,8192,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.4757485458374024,mlp
64,16384,8192,32,2,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,4096,4096,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.050503002738952626,mlp
64,16384,16384,32,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,4096,4096,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.022970206546783452,mlp
128,8192,8192,16,8,h100,114,57,8,14592,456,80,50,2000,0,,mlp
8,4096,1024,128,2,h100,114,57,8,14592,456,80,50,2000,0,0.000876291197538376,mlp
16,8192,8192,128,1,h100,114,57,8,14592,456,80,50,2000,0,0.46660925445556645,mlp
128,8192,16384,32,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,16384,4096,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.10233296775817871,mlp
32,1024,8192,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.023694061088562014,mlp
32,8192,2048,32,8,h100,114,57,8,14592,456,80,50,2000,0,0.006913908791542053,mlp
64,4096,8192,128,2,h100,114,57,8,14592,456,80,50,2000,0,0.49339732971191397,mlp
128,16384,8192,64,2,h100,114,57,8,14592,456,80,50,2000,0,,mlp
32,2048,16384,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.23655423583984372,mlp
8,16384,8192,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.10451656837463379,mlp
128,2048,2048,32,2,h100,114,57,8,14592,456,80,50,2000,0,0.025545066833496093,mlp
64,8192,16384,128,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,8192,8192,16,8,h100,114,57,8,14592,456,80,50,2000,0,0.20861094512939457,mlp
64,16384,1024,64,1,h100,114,57,8,14592,456,80,50,2000,0,0.06340871086120606,mlp
64,2048,8192,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.10445224151611328,mlp
128,8192,4096,32,8,h100,114,57,8,14592,456,80,50,2000,0,0.10352102890014647,mlp
4,8192,16384,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.10685630645751953,mlp
32,8192,8192,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.22674223480224603,mlp
128,4096,4096,16,8,h100,114,57,8,14592,456,80,50,2000,0,0.050914838409423825,mlp
64,16384,16384,64,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,4096,8192,32,2,h100,114,57,8,14592,456,80,50,2000,0,0.4575713882446289,mlp
32,8192,16384,16,4,h100,114,57,8,14592,456,80,50,2000,0,0.9970947479248047,mlp
64,8192,8192,128,2,h100,114,57,8,14592,456,80,50,2000,0,0.9436059417724607,mlp
128,16384,8192,64,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
16,256,4096,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.0003797743961215019,mlp
8,16384,8192,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.05009624614715576,mlp
128,4096,16384,64,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,8192,2048,128,2,h100,114,57,8,14592,456,80,50,2000,0,0.05272179069519043,mlp
64,8192,8192,32,4,h100,114,57,8,14592,456,80,50,2000,0,0.45269402160644523,mlp
64,8192,8192,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.4539072296142578,mlp
64,4096,16384,32,8,h100,114,57,8,14592,456,80,50,2000,0,0.4987656311035156,mlp
128,16384,4096,128,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
16,4096,8192,8,1,h100,114,57,8,14592,456,80,50,2000,0,0.23032271728515624,mlp
16,16384,16384,32,2,h100,114,57,8,14592,456,80,50,2000,0,2.1283878784179686,mlp
128,512,8192,128,8,h100,114,57,8,14592,456,80,50,2000,0,0.02383000965118408,mlp
64,8192,8192,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.20988731536865238,mlp
32,8192,2048,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.013484097671508788,mlp
32,16384,8192,128,8,h100,114,57,8,14592,456,80,50,2000,0,0.2120173377990723,mlp
64,2048,1024,32,4,h100,114,57,8,14592,456,80,50,2000,0,0.001954124808311462,mlp
128,8192,16384,64,2,h100,114,57,8,14592,456,80,50,2000,0,,mlp
32,4096,4096,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.022798587036132814,mlp
1,8192,4096,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.001330465590953827,mlp
128,8192,16384,64,2,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,16384,8192,16,2,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,2048,16384,128,8,h100,114,57,8,14592,456,80,50,2000,0,0.2143661750793457,mlp
64,16384,8192,32,8,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,2048,2048,64,2,h100,114,57,8,14592,456,80,50,2000,0,0.013008351945877076,mlp
128,8192,16384,16,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
1,8192,4096,128,8,h100,114,57,8,14592,456,80,50,2000,0,0.000702991995215416,mlp
32,8192,4096,128,8,h100,114,57,8,14592,456,80,50,2000,0,0.022865049648284914,mlp
128,4096,8192,32,4,h100,114,57,8,14592,456,80,50,2000,0,0.4466712814331055,mlp
64,16384,8192,64,1,h100,114,57,8,14592,456,80,50,2000,0,,mlp
32,2048,16384,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.2512479179382324,mlp
32,8192,8192,32,2,h100,114,57,8,14592,456,80,50,2000,0,0.48924336547851566,mlp
64,8192,16384,128,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
128,16384,4096,64,8,h100,114,57,8,14592,456,80,50,2000,0,,mlp
16,1024,8192,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.011915324783325196,mlp
16,16384,16384,64,4,h100,114,57,8,14592,456,80,50,2000,0,1.023836196899414,mlp
128,4096,8192,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.2117485626220703,mlp
64,8192,8192,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.4555620086669922,mlp
64,4096,2048,16,2,h100,114,57,8,14592,456,80,50,2000,0,0.02577219982147217,mlp
64,8192,16384,64,8,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,8192,8192,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.4526914657592774,mlp
128,16384,8192,128,2,h100,114,57,8,14592,456,80,50,2000,0,,mlp
8,4096,4096,32,8,h100,114,57,8,14592,456,80,50,2000,0,0.0027707008123397823,mlp
16,16384,8192,8,4,h100,114,57,8,14592,456,80,50,2000,0,0.22132436599731445,mlp
128,256,16384,128,1,h100,114,57,8,14592,456,80,50,2000,0,0.49615258026123055,mlp
64,8192,2048,32,4,h100,114,57,8,14592,456,80,50,2000,0,0.02821194248199463,mlp
32,8192,8192,64,8,h100,114,57,8,14592,456,80,50,2000,0,0.10342836341857908,mlp
64,16384,1024,128,2,h100,114,57,8,14592,456,80,50,2000,0,0.03345920162200927,mlp
64,4096,8192,16,8,h100,114,57,8,14592,456,80,50,2000,0,0.10197001419067384,mlp
128,8192,4096,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.1976749137878418,mlp
32,4096,16384,64,2,h100,114,57,8,14592,456,80,50,2000,0,1.0762985168457033,mlp
4,8192,16384,64,1,h100,114,57,8,14592,456,80,50,2000,0,0.5006062759399414,mlp
128,8192,4096,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.19715628280639647,mlp
64,16384,16384,32,8,h100,114,57,8,14592,456,80,50,2000,0,,mlp
64,2048,8192,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.10647656784057617,mlp
64,8192,4096,64,4,h100,114,57,8,14592,456,80,50,2000,0,0.09841304321289064,mlp
64,8192,8192,32,1,h100,114,57,8,14592,456,80,50,2000,0,,mlp
128,16384,8192,128,4,h100,114,57,8,14592,456,80,50,2000,0,,mlp
8,2048,16384,8,8,h100,114,57,8,14592,456,80,50,2000,0,0.022130323028564446,mlp
32,16384,8192,32,8,h100,114,57,8,14592,456,80,50,2000,0,0.2105475341796875,mlp
128,2048,2048,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.013331179189682008,mlp
64,8192,16384,64,2,h100,114,57,8,14592,456,80,50,2000,0,,mlp
32,4096,4096,128,4,h100,114,57,8,14592,456,80,50,2000,0,0.02387595195770264,mlp
