batch,seq_length,n_embed,gpu_name,sms,tpcs,gpcs,cuda_cores,tensor_cores,ram_gb,l2_cache_mb,mem_bw_gB_s,phase,runtime_s,kernel
64,4096,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0033863952279090887,res_add
64,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.02705826244354248,res_add
128,2048,8192,h100,114,57,8,14592,456,80,50,2000,0,0.006770006394386291,res_add
4,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.0016973616003990173,res_add
16,2048,8192,h100,114,57,8,14592,456,80,50,2000,0,0.0008531488001346588,res_add
128,8192,1024,h100,114,57,8,14592,456,80,50,2000,0,0.0033860831737518313,res_add
64,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.027062535858154296,res_add
32,16384,4096,h100,114,57,8,14592,456,80,50,2000,0,0.006767075204849242,res_add
32,1024,16384,h100,114,57,8,14592,456,80,50,2000,0,0.0016975216031074527,res_add
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.013534359884262086,res_add
128,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.013529203128814695,res_add
32,16384,2048,h100,114,57,8,14592,456,80,50,2000,0,0.003384796786308289,res_add
8,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.001697308796644211,res_add
128,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,res_add
64,4096,4096,h100,114,57,8,14592,456,80,50,2000,0,0.003383992004394531,res_add
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.013534161520004275,res_add
64,4096,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0033842656016349797,res_add
64,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.027067294311523438,res_add
128,8192,2048,h100,114,57,8,14592,456,80,50,2000,0,0.006765465593338013,res_add
16,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.006765398406982423,res_add
32,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.013532377481460573,res_add
128,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,,res_add
64,512,8192,h100,114,57,8,14592,456,80,50,2000,0,0.0008528640002012252,res_add
32,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0033865295767784116,res_add
32,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.006766400051116943,res_add
64,16384,4096,h100,114,57,8,14592,456,80,50,2000,0,0.013530497455596924,res_add
128,2048,16384,h100,114,57,8,14592,456,80,50,2000,0,0.013528003168106078,res_add
16,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.00338587201833725,res_add
4,1024,2048,h100,114,57,8,14592,456,80,50,2000,0,3.2382400333881384e-05,res_add
128,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,,res_add
64,4096,4096,h100,114,57,8,14592,456,80,50,2000,0,0.003384052789211274,res_add
64,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,res_add
64,2048,8192,h100,114,57,8,14592,456,80,50,2000,0,0.003385537588596344,res_add
64,8192,2048,h100,114,57,8,14592,456,80,50,2000,0,0.003384387183189392,res_add
128,4096,16384,h100,114,57,8,14592,456,80,50,2000,0,0.027057153511047365,res_add
8,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.0033870095849037178,res_add
16,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0016974192023277285,res_add
128,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,,res_add
64,2048,8192,h100,114,57,8,14592,456,80,50,2000,0,0.003383358418941498,res_add
32,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.013533710289001463,res_add
32,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.0033861040353775026,res_add
64,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,res_add
128,1024,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0016981056094169619,res_add
32,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.006770095992088318,res_add
16,4096,16384,h100,114,57,8,14592,456,80,50,2000,0,0.0033867376089096067,res_add
128,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.013530310344696045,res_add
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.013529635095596312,res_add
64,16384,1024,h100,114,57,8,14592,456,80,50,2000,0,0.0033862928152084354,res_add
64,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.027063292789459226,res_add
64,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.027062891387939454,res_add
128,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.013532216024398806,res_add
16,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0016971567928791048,res_add
32,512,4096,h100,114,57,8,14592,456,80,50,2000,0,0.00021946880072355274,res_add
128,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,,res_add
64,4096,1024,h100,114,57,8,14592,456,80,50,2000,0,0.0008537311971187591,res_add
32,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.01354043679237366,res_add
32,4096,2048,h100,114,57,8,14592,456,80,50,2000,0,0.00085347840487957,res_add
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.013528840017318725,res_add
128,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.027057683181762698,res_add
16,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,0.013534308719635008,res_add
2,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.00021984799951314926,res_add
128,16384,2048,h100,114,57,8,14592,456,80,50,2000,0,0.013529635238647465,res_add
64,2048,16384,h100,114,57,8,14592,456,80,50,2000,0,0.006768767952919005,res_add
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.013530951976776123,res_add
64,2048,16384,h100,114,57,8,14592,456,80,50,2000,0,0.006766481661796569,res_add
64,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.013528780841827393,res_add
128,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.027053479957580562,res_add
1,16384,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0002192927993834019,res_add
16,4096,8192,h100,114,57,8,14592,456,80,50,2000,0,0.0016967808008193966,res_add
128,16384,16384,h100,114,57,8,14592,456,80,50,2000,0,,res_add
64,2048,2048,h100,114,57,8,14592,456,80,50,2000,0,0.0008532032042741775,res_add
32,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.006769225597381591,res_add
32,8192,1024,h100,114,57,8,14592,456,80,50,2000,0,0.0008529680043458939,res_add
64,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.027062320137023928,res_add
128,4096,4096,h100,114,57,8,14592,456,80,50,2000,0,0.006766795229911804,res_add
32,8192,16384,h100,114,57,8,14592,456,80,50,2000,0,0.013526873445510864,res_add
8,1024,8192,h100,114,57,8,14592,456,80,50,2000,0,0.00021916639879345894,res_add
128,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.013527177667617796,res_add
64,4096,16384,h100,114,57,8,14592,456,80,50,2000,0,0.013530470418930055,res_add
64,16384,8192,h100,114,57,8,14592,456,80,50,2000,0,0.027060288047790527,res_add
64,4096,16384,h100,114,57,8,14592,456,80,50,2000,0,0.01352918243408203,res_add
64,16384,2048,h100,114,57,8,14592,456,80,50,2000,0,0.0067750752449035655,res_add
128,512,16384,h100,114,57,8,14592,456,80,50,2000,0,0.0033854911923408503,res_add
16,8192,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0016970175981521607,res_add
32,4096,4096,h100,114,57,8,14592,456,80,50,2000,0,0.0016964975893497467,res_add
128,8192,8192,h100,114,57,8,14592,456,80,50,2000,0,0.02705534572601318,res_add
