,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_4,9948.480000,4974.240000,4974.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,1441523.104000,0.768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_4,85705.616000,42852.808000,42852.808000,0.000000,0.000000,0.000000,0.000000,8790.936000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_4,3409.328000,1704.664000,1704.664000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_4,9948.480000,4974.240000,4974.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_4,68621.488000,34310.744000,34310.744000,0.000000,0.000000,0.000000,0.000000,11785.296000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_4,1704.664000,1704.664000,1704.664000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_4,9948.480000,4974.240000,4974.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_4,85705.616000,42852.808000,42852.808000,0.000000,0.000000,0.000000,0.000000,8790.936000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_4,3409.328000,1704.664000,1704.664000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_4,9948.480000,4974.240000,4974.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_4,68621.488000,34310.744000,34310.744000,0.000000,0.000000,0.000000,0.000000,11785.296000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_4,1704.664000,1704.664000,1704.664000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_4,9948.480000,4974.240000,4974.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_4,85705.616000,42852.808000,42852.808000,0.000000,0.000000,0.000000,0.000000,8790.936000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_4,3409.328000,1704.664000,1704.664000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_4,9948.480000,4974.240000,4974.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_4,68621.488000,34310.744000,34310.744000,0.000000,0.000000,0.000000,0.000000,11785.296000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_4,1704.664000,1704.664000,1704.664000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_4,9948.480000,4974.240000,4974.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_4,85705.616000,42852.808000,42852.808000,0.000000,0.000000,0.000000,0.000000,8790.936000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_4,3409.328000,1704.664000,1704.664000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_4,9948.480000,4974.240000,4974.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_4,68621.488000,34310.744000,34310.744000,0.000000,0.000000,0.000000,0.000000,11785.296000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_4,1704.664000,1704.664000,1704.664000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1441523.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
