,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,5912.512000,2956.256000,2956.256000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1220138.060000,1216730.880000,3407.180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,83077.520000,41538.760000,41538.760000,0.000000,176.412000,0.000000,0.000000,5855.286000,0.000000,1220138.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,1286.592000,643.296000,643.296000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1220138.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,5912.512000,2956.256000,2956.256000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1220138.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,54937.280000,27468.640000,27468.640000,0.000000,675.192000,0.000000,0.000000,7851.520000,0.000000,1220138.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,643.296000,643.296000,643.296000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1220138.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,5912.512000,2956.256000,2956.256000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1220138.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,83077.520000,41538.760000,41538.760000,0.000000,176.412000,0.000000,0.000000,5855.290000,0.000000,1220138.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,1286.592000,643.296000,643.296000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1220138.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,5912.512000,2956.256000,2956.256000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1220138.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
