,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_4,10567.680000,5283.840000,5283.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3089171.214000,3080552.096000,8619.118000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_4,186548.208000,93274.104000,93274.104000,0.000000,609.686000,0.000000,0.000000,11160.790000,0.000000,3089171.214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_4,2179.056000,1089.528000,1089.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3089171.214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_4,10567.680000,5283.840000,5283.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3089171.214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_4,173572.096000,86786.048000,86786.048000,0.000000,1544.901000,0.000000,0.000000,14903.813000,0.000000,3089171.214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_4,1089.528000,1089.528000,1089.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3089171.214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_4,10567.680000,5283.840000,5283.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3089171.214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_4,186548.208000,93274.104000,93274.104000,0.000000,609.686000,0.000000,0.000000,11160.790000,0.000000,3089171.214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_4,2179.056000,1089.528000,1089.528000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3089171.214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_4,10567.680000,5283.840000,5283.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3089171.214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_4,173572.096000,86786.048000,86786.048000,0.000000,1544.903000,0.000000,0.000000,14903.817000,0.000000,3089171.214000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
