,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_4,8553.456000,4276.728000,4276.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,1847985.568000,12644.739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_4,130520.560000,65260.280000,65260.280000,0.000000,1097.302000,0.000000,0.000000,11780.244000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_4,1846.256000,923.128000,923.128000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_4,8553.456000,4276.728000,4276.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_4,80139.776000,40069.888000,40069.888000,0.000000,2063.691000,0.000000,0.000000,15648.037000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_4,923.128000,923.128000,923.128000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_4,8553.456000,4276.728000,4276.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_4,130520.560000,65260.280000,65260.280000,0.000000,1097.302000,0.000000,0.000000,11780.244000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_4,1846.256000,923.128000,923.128000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_4,8553.456000,4276.728000,4276.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_4,80139.776000,40069.888000,40069.888000,0.000000,2063.691000,0.000000,0.000000,15648.037000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_4,923.128000,923.128000,923.128000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_4,8553.456000,4276.728000,4276.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_4,130520.560000,65260.280000,65260.280000,0.000000,1097.302000,0.000000,0.000000,11780.244000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_4,1846.256000,923.128000,923.128000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_4,8553.456000,4276.728000,4276.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_4,80139.776000,40069.888000,40069.888000,0.000000,2063.691000,0.000000,0.000000,15648.038000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_4,923.128000,923.128000,923.128000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_4,8553.456000,4276.728000,4276.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_4,130520.560000,65260.280000,65260.280000,0.000000,1097.301000,0.000000,0.000000,11780.242000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_4,1846.256000,923.128000,923.128000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_4,8553.456000,4276.728000,4276.728000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_4,80139.776000,40069.888000,40069.888000,0.000000,2063.691000,0.000000,0.000000,15648.036000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_4,923.128000,923.128000,923.128000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1860630.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
