batch,seq_length,n_embed,n_head,tensor_parallelism,gpu_name,sms,tpcs,gpcs,cuda_cores,tensor_cores,ram_gb,l2_cache_mb,mem_bw_gB_s,phase,runtime_s,kernel
64,4096,16384,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.6786059295654298,mlp
128,8192,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.3753773559570313,mlp
32,2048,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.17133419723510743,mlp
16,16384,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.09514408988952637,mlp
128,8192,8192,128,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.7157896697998047,mlp
64,4096,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.6770964019775391,mlp
32,8192,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.1823762924194336,mlp
64,256,2048,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.001552128005027771,mlp
128,16384,16384,128,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
16,8192,8192,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.17297136688232423,mlp
8,16384,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.17351034851074215,mlp
128,4096,4096,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.10129781761169435,mlp
64,8192,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,1024,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.04533048343658447,mlp
64,8192,1024,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.027273676681518554,mlp
64,4096,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.352532633972168,mlp
128,16384,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
16,8192,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.6789177825927734,mlp
32,8192,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.18193940658569338,mlp
128,2048,16384,8,4,a100,108,54,7,6912,432,40,40,1555,0,1.771095245361328,mlp
64,16384,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.21235568466186522,mlp
64,4096,8192,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.3423747085571288,mlp
32,16384,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.3633287673950195,mlp
128,8192,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
8,4096,4096,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.00592583680152893,mlp
8,16384,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.3414979049682617,mlp
128,8192,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,4096,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.10023142356872558,mlp
32,2048,8192,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.08583383026123045,mlp
64,8192,16384,32,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,1024,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.044005120086669916,mlp
128,16384,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,4096,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.051258521461486815,mlp
16,8192,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.17175997390747072,mlp
128,4096,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.1054917636871338,mlp
64,16384,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.3632129028320312,mlp
32,16384,4096,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.10085094451904297,mlp
64,4096,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.34445567779541014,mlp
128,8192,4096,8,2,a100,108,54,7,6912,432,40,40,1555,0,0.7211685302734375,mlp
8,512,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.020201523113250734,mlp
16,8192,2048,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.013283635282516481,mlp
128,1024,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.08816419830322267,mlp
64,16384,8192,32,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,4096,16384,128,2,a100,108,54,7,6912,432,40,40,1555,0,1.4000815185546878,mlp
64,16384,16384,128,1,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,4096,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.18886287307739255,mlp
128,8192,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
16,4096,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.02345794553756714,mlp
32,16384,16384,16,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
128,4096,8192,128,2,a100,108,54,7,6912,432,40,40,1555,0,1.5031579040527343,mlp
64,8192,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,1.5108976623535155,mlp
64,2048,4096,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.04743587837219238,mlp
32,8192,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.34485325164794917,mlp
64,2048,16384,64,2,a100,108,54,7,6912,432,40,40,1555,0,1.4062910888671876,mlp
128,16384,1024,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.05956536312103271,mlp
4,8192,8192,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.021998643207550052,mlp
2,8192,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.021507737636566167,mlp
128,512,16384,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.20947758102416988,mlp
64,16384,1024,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.015545855998992919,mlp
32,4096,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.8429157409667969,mlp
64,16384,16384,32,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.1901488655090332,mlp
128,8192,8192,16,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,4096,4096,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.04726988830566407,mlp
16,16384,16384,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.6931078155517578,mlp
128,4096,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.19112058639526366,mlp
64,8192,16384,128,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,2048,4096,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.04713630714416504,mlp
32,8192,2048,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.026272767925262452,mlp
64,2048,8192,128,2,a100,108,54,7,6912,432,40,40,1555,0,0.3428042770385742,mlp
128,16384,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
16,8192,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.33495280761718754,mlp
8,16384,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.18361257019042967,mlp
128,8192,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,4096,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.1010979835510254,mlp
32,4096,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.6775551971435548,mlp
64,8192,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.7231354400634765,mlp
64,2048,2048,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.006568755197525024,mlp
128,16384,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
16,4096,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.17116999588012694,mlp
32,8192,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,1.7753357666015623,mlp
128,4096,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,1.507630841064453,mlp
64,16384,8192,16,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,2048,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.026807040023803713,mlp
32,16384,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.3641119247436523,mlp
64,4096,16384,8,2,a100,108,54,7,6912,432,40,40,1555,0,3.5880318603515633,mlp
128,8192,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.7207411163330077,mlp
8,1024,8192,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.01119421453475952,mlp
8,16384,16384,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.6774171691894532,mlp
128,4096,4096,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.10112696304321289,mlp
64,8192,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,512,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.011188428783416747,mlp
64,8192,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,4096,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.6786915832519532,mlp
128,16384,2048,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.10455490493774414,mlp
32,8192,8192,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.34507550506591794,mlp
16,8192,1024,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.00199961599111557,mlp
128,1024,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.1734445068359375,mlp
64,16384,8192,8,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,4096,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,1.7687065002441407,mlp
32,16384,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.7169034698486328,mlp
64,8192,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.10605573120117187,mlp
128,8192,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
8,2048,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.011364505529403688,mlp
16,8192,8192,128,2,a100,108,54,7,6912,432,40,40,1555,0,0.3420094985961914,mlp
128,2048,2048,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.02638054399490356,mlp
64,16384,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,8192,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.34959923248291014,mlp
64,16384,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.37427015838623046,mlp
64,4096,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.18106624069213867,mlp
128,8192,8192,32,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
16,2048,16384,128,1,a100,108,54,7,6912,432,40,40,1555,0,0.7083334625244141,mlp
32,16384,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.19042114486694336,mlp
128,8192,16384,64,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,4096,128,2,a100,108,54,7,6912,432,40,40,1555,0,0.36306242675781253,mlp
64,4096,8192,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.18028262481689455,mlp
32,8192,16384,16,8,a100,108,54,7,6912,432,40,40,1555,0,0.6750830108642578,mlp
64,1024,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.08643338165283201,mlp
128,16384,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
2,4096,2048,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.0007793664097785949,mlp
1,16384,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.011369830417633058,mlp
128,8192,2048,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.10932710418701172,mlp
64,8192,16384,32,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,4096,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.17374904403686522,mlp
64,8192,4096,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.10113607749938965,mlp
64,512,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.1700598258972168,mlp
128,16384,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,4096,16384,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.33704652709960936,mlp
16,8192,4096,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.04745666599273681,mlp
128,2048,16384,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.6803158020019532,mlp
64,16384,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.37547627410888673,mlp
64,8192,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,1.5113084960937502,mlp
32,16384,16384,64,1,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,4096,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.3502526443481445,mlp
128,8192,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
16,1024,1024,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.0005969920039176942,mlp
8,8192,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.3330709503173829,mlp
128,2048,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.7495962097167967,mlp
64,16384,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,4096,4096,8,8,a100,108,54,7,6912,432,40,40,1555,0,0.024071065616607663,mlp
64,16384,8192,32,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
128,8192,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.41453941802978517,mlp
16,2048,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.04321971168518067,mlp
32,16384,2048,128,2,a100,108,54,7,6912,432,40,40,1555,0,0.10609326095581054,mlp
128,4096,8192,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.7029810180664062,mlp
64,8192,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.3655354339599609,mlp
64,1024,16384,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.6688907287597656,mlp
32,8192,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.34255349884033204,mlp
64,4096,4096,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.050488422393798825,mlp
128,16384,16384,16,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
8,8192,4096,128,2,a100,108,54,7,6912,432,40,40,1555,0,0.04560701446533203,mlp
4,8192,2048,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.0015424512088298798,mlp
128,4096,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.715735092163086,mlp
64,16384,4096,128,1,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,8192,16384,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.6761683990478515,mlp
64,16384,8192,8,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,1024,128,2,a100,108,54,7,6912,432,40,40,1555,0,0.02739496965408325,mlp
128,8192,16384,32,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,256,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.005822310447692871,mlp
16,16384,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,1.7705401916503907,mlp
128,8192,8192,16,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.7109677001953125,mlp
64,2048,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.026325145530700683,mlp
32,8192,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.1816958984375,mlp
64,2048,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.6771243988037111,mlp
128,16384,4096,32,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
16,4096,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.33384775543212886,mlp
16,16384,8192,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.18037033004760744,mlp
128,4096,16384,128,1,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,2048,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.05306362857818604,mlp
32,2048,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.04403389472961426,mlp
64,8192,16384,128,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,4096,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.09462271995544434,mlp
128,16384,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,8192,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.09407001686096192,mlp
32,8192,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.7452668914794922,mlp
128,1024,4096,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.04729338855743408,mlp
64,16384,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,4096,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.3479815689086913,mlp
64,16384,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.2122456588745117,mlp
64,8192,8192,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.3645057540893554,mlp
128,8192,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
4,4096,16384,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.16629816360473634,mlp
4,8192,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.042951167678833,mlp
128,4096,2048,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.026163353633880615,mlp
64,16384,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,8192,8,2,a100,108,54,7,6912,432,40,40,1555,0,1.5096289184570313,mlp
64,16384,1024,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.1296329216003418,mlp
64,4096,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.1822666763305664,mlp
128,8192,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,1024,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.16814643096923826,mlp
32,16384,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.3655901184082031,mlp
128,8192,16384,32,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.1053667324066162,mlp
64,4096,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.3496219635009765,mlp
32,8192,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,1.7757687377929687,mlp
64,2048,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.09144043464660645,mlp
128,16384,16384,16,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
16,4096,4096,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.011757209634780882,mlp
16,16384,16384,64,2,a100,108,54,7,6912,432,40,40,1555,0,3.6015932250976554,mlp
128,4096,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.7172048370361328,mlp
64,8192,8192,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.36654392242431644,mlp
32,2048,2048,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.006597939252853393,mlp
64,8192,4096,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.19067054061889652,mlp
64,2048,16384,16,8,a100,108,54,7,6912,432,40,40,1555,0,0.33554918365478514,mlp
128,16384,4096,128,4,a100,108,54,7,6912,432,40,40,1555,0,,mlp
16,8192,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.8407075958251955,mlp
32,8192,4096,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.09511982040405273,mlp
128,256,8192,128,2,a100,108,54,7,6912,432,40,40,1555,0,0.0850502155303955,mlp
64,16384,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,16384,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.3645426162719726,mlp
64,8192,2048,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.05412951068878173,mlp
128,8192,16384,128,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
4,4096,8192,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.021214566421508783,mlp
8,16384,2048,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.013261823987960816,mlp
128,8192,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,8192,16,8,a100,108,54,7,6912,432,40,40,1555,0,0.3644150283813477,mlp
32,4096,16384,128,1,a100,108,54,7,6912,432,40,40,1555,0,2.9716358032226564,mlp
64,8192,8192,128,2,a100,108,54,7,6912,432,40,40,1555,0,1.509484649658203,mlp
64,1024,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.023692492771148682,mlp
128,16384,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,,mlp
32,4096,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.04739983367919922,mlp
16,8192,16384,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.3360047576904297,mlp
128,2048,4096,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.09495900192260744,mlp
64,16384,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,,mlp
64,8192,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.1903674873352051,mlp
