,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_2,3943.616000,1971.808000,1971.808000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,900419.798000,878305.536000,22114.262000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_2,55892.256000,27946.128000,27946.128000,0.000000,1641.927000,0.000000,0.000000,8790.967000,0.000000,900419.798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_2,1004.032000,502.016000,502.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,900419.798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_2,3943.616000,1971.808000,1971.808000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,900419.798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama2_7b_ubatch_2,44251.648000,22125.824000,22125.824000,0.000000,3886.447000,0.000000,0.000000,11785.317000,0.000000,900419.798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama2_7b_ubatch_2,502.016000,502.016000,502.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,900419.798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_2,3943.616000,1971.808000,1971.808000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,900419.798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_2,55892.256000,27946.128000,27946.128000,0.000000,1641.927000,0.000000,0.000000,8790.967000,0.000000,900419.798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_2,1004.032000,502.016000,502.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,900419.798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_2,3943.616000,1971.808000,1971.808000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,900419.798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
