name,gpu,NLPD,MLSS,MAE,RMSE,R2,lin_reg_R2,lin_reg_RMSE,out_of_confidence,mean_test_y,min_test_y,max_test_y
rms_norm,h100_mean_factorial_expanded,-0.3195232976625144,-0.30150365142679947,0.015370032924402366,0.00015553025118461542,0.9999611511412635,0.7240636141747179,0.028416423514254056,0.0,0.028691756584347604,5.891300006008148e-05,0.06904111122949211
res_add,h100_mean_factorial_expanded,-1.148342873393965,-1.0793819841880825,0.01870143082060139,0.0002727727361500714,0.9990982558808457,0.7927205660334548,0.006788183663871703,0.0,0.009183962080660241,1.2842600086539977e-05,0.027070010613037102
mlp,h100_mean_factorial_expanded,0.481108850065821,0.5177711411726229,0.1692280881950437,0.06343741011901036,0.9602706318519068,0.7846015878184762,0.5036393477344234,0.0,0.1789448160541843,0.00013715779943560008,2.200905225609375
attn,h100_mean_factorial_expanded,0.05499457200061227,0.0842734845217242,0.1063729879704202,0.07938702385325269,0.9818165820417095,0.8122415207846,0.9211682149285979,0.0,0.3684470281851542,0.00034142019910900017,7.723230445335935
