Iterations,Fwd,Back
0,2641.134023666382,5729.9370765686035
1,779.1121006011963,3318.0415630340576
2,766.0379409790039,3305.2875995635986
3,771.4595794677734,3306.8759441375732
4,770.9798812866211,3306.2188625335693
5,767.4446105957031,3305.46498298645
6,768.5019969940186,3312.577247619629
7,768.3792114257812,3312.729597091675
8,772.944450378418,3314.375877380371
9,870.6333637237549,3407.04083442688
10,773.9331722259521,3310.76717376709
11,770.6093788146973,3308.014154434204
12,767.0028209686279,3314.608573913574
13,769.4761753082275,3313.9681816101074
14,770.2994346618652,3315.584897994995
15,770.7045078277588,3316.7176246643066
16,769.6433067321777,3314.598560333252
17,770.6263065338135,3308.3620071411133
18,769.9439525604248,3308.9427947998047
19,770.6398963928223,3309.7715377807617
20,769.5212364196777,3312.091112136841
21,805.7770729064941,3354.57444190979
4666290283
