Iterations,Fwd,Back
0,2245.1252937316895,6450.902700424194
1,1195.5556869506836,5226.505756378174
2,1194.6916580200195,5222.275972366333
3,1194.0536499023438,5224.138975143433
4,1194.6032047271729,5225.84342956543
5,1194.584846496582,5228.130340576172
6,1194.50044631958,5216.770172119141
7,1194.1587924957275,5225.875616073608
8,1195.0678825378418,5226.549386978149
9,1218.193531036377,5256.350517272949
10,1233.5777282714844,5264.072895050049
11,1195.7981586456299,5226.939678192139
12,1195.9779262542725,5221.175193786621
13,1194.169282913208,5224.873304367065
14,1195.39475440979,5224.059581756592
15,1195.5571174621582,5225.741863250732
16,1230.5240631103516,5262.1049880981445
17,1229.9556732177734,5251.564502716064
18,1195.3585147857666,5227.660894393921
19,1195.023536682129,5223.528146743774
20,1195.444107055664,5224.018096923828
21,1213.7067317962646,5250.223636627197
