Iterations,Fwd,Back
0,495.19920349121094,3225.6319522857666
1,155.49516677856445,1809.0615272521973
2,154.74605560302734,1809.5612525939941
3,154.7067165374756,1809.9839687347412
4,195.9068775177002,1809.3042373657227
5,154.68716621398926,1809.1886043548584
6,154.67143058776855,1809.1087341308594
7,154.69026565551758,1808.4967136383057
8,154.66690063476562,1809.225082397461
9,154.68764305114746,1809.3059062957764
10,154.67333793640137,1808.8786602020264
11,154.76655960083008,1809.5779418945312
12,154.77538108825684,1809.3905448913574
13,154.79779243469238,1809.7872734069824
14,154.6773910522461,1809.0133666992188
15,154.7377109527588,1808.997392654419
16,154.6769142150879,1808.5355758666992
17,154.74605560302734,1809.5901012420654
18,154.65092658996582,1808.265209197998
19,155.4267406463623,1809.7484111785889
20,154.6487808227539,1808.4375858306885
21,154.73580360412598,1809.1139793395996
