Iterations,Fwd,Back
0,566.1764144897461,1801.1178970336914
1,79.88405227661133,1067.368984222412
2,76.86519622802734,1006.0501098632812
3,76.77412033081055,1005.8538913726807
4,76.70235633850098,1005.2356719970703
5,76.49874687194824,1005.6045055389404
6,76.75409317016602,1005.9525966644287
7,76.34115219116211,1005.2995681762695
8,76.71689987182617,1005.272626876831
9,76.70474052429199,1005.6467056274414
10,76.73501968383789,1005.8474540710449
11,76.66993141174316,1005.5191516876221
12,76.40504837036133,1005.6366920471191
13,76.74193382263184,1005.5437088012695
14,76.31492614746094,1005.0966739654541
15,76.75814628601074,1004.8294067382812
16,76.72357559204102,1005.6383609771729
17,76.74098014831543,1006.3080787658691
18,76.66897773742676,1005.4945945739746
19,76.67994499206543,1005.7070255279541
20,76.71141624450684,1005.9285163879395
21,76.39479637145996,1005.0268173217773
