Iterations,Fwd,Back
0,556.1947822570801,2360.2397441864014
1,205.23595809936523,1769.2103385925293
2,175.98843574523926,1430.5331707000732
3,175.8289337158203,1431.8978786468506
4,176.07617378234863,1437.8223419189453
5,175.81987380981445,1443.4385299682617
6,175.81677436828613,1434.4501495361328
7,175.8725643157959,1440.3035640716553
8,175.85206031799316,1434.6797466278076
9,175.93050003051758,1437.9236698150635
10,175.84490776062012,1432.1966171264648
11,175.81415176391602,1438.0109310150146
12,175.74071884155273,1438.1566047668457
13,175.8139133453369,1443.0241584777832
14,175.764799118042,1437.347650527954
15,175.7802963256836,1428.3099174499512
16,175.9631633758545,1448.235034942627
17,175.80080032348633,1436.4378452301025
18,175.77052116394043,1433.701515197754
19,175.9932041168213,1440.4072761535645
20,175.83560943603516,1419.0585613250732
21,175.7359504699707,1438.502311706543
