Iterations,Fwd,Back
0,455.02161979675293,1395.1284885406494
1,79.66899871826172,831.8006992340088
2,75.69050788879395,739.6714687347412
3,75.35099983215332,739.2518520355225
4,75.65045356750488,741.0368919372559
5,75.51908493041992,740.7717704772949
6,75.67119598388672,742.9916858673096
7,75.5007266998291,741.2166595458984
8,75.40440559387207,740.6058311462402
9,75.66046714782715,742.7821159362793
10,75.36697387695312,740.8943176269531
11,75.65164566040039,742.173433303833
12,75.5014419555664,740.9422397613525
13,75.60944557189941,741.0669326782227
14,75.63233375549316,742.9330348968506
15,75.38795471191406,741.5182590484619
16,75.59347152709961,741.2123680114746
17,75.4404067993164,740.6446933746338
18,75.62851905822754,738.7630939483643
19,75.49023628234863,740.8456802368164
20,75.64020156860352,742.9256439208984
21,75.55103302001953,741.6200637817383
