Iterations,Fwd,Back
0,407.1674346923828,2280.364751815796
1,80.85870742797852,990.485668182373
2,80.34825325012207,989.0637397766113
3,80.39474487304688,989.454984664917
4,142.04978942871094,989.4435405731201
5,80.19280433654785,988.6972904205322
6,80.4288387298584,989.2861843109131
7,80.38997650146484,988.9965057373047
8,80.41954040527344,989.3629550933838
9,80.29818534851074,988.731861114502
10,80.28745651245117,988.6515140533447
11,80.34944534301758,989.1777038574219
12,80.40785789489746,989.4554615020752
13,80.33943176269531,988.8296127319336
14,80.34491539001465,989.3214702606201
15,80.30962944030762,987.8029823303223
16,80.29675483703613,987.4191284179688
17,79.97775077819824,987.2174263000488
18,80.15775680541992,987.1594905853271
19,99.0915298461914,987.0805740356445
20,80.22832870483398,987.480640411377
21,80.2469253540039,987.1900081634521
