Iterations,Fwd,Back
0,2604.274034500122,8462.08143234253
1,1594.559907913208,7174.488067626953
2,1560.1322650909424,7188.491106033325
3,1575.4897594451904,7248.5761642456055
4,1582.4925899505615,7225.028514862061
5,1618.1917190551758,7248.752117156982
6,1576.3847827911377,7264.695882797241
7,1609.8134517669678,7220.797300338745
8,1593.2881832122803,7240.556001663208
9,1655.3382873535156,7312.710523605347
10,1577.7802467346191,7265.039443969727
11,1581.5792083740234,7281.398057937622
12,1576.2031078338623,7220.512866973877
13,1570.5187320709229,7276.913642883301
14,1573.2674598693848,7224.9884605407715
15,1613.7073040008545,7256.765604019165
16,1607.3036193847656,7236.666917800903
17,1622.3278045654297,7281.142234802246
18,1593.8780307769775,7229.839563369751
19,1611.9611263275146,7267.412424087524
20,1605.9553623199463,7244.494915008545
21,1598.2942581176758,7296.37598991394
