Iterations,Fwd,Back
0,5105.88264465332,16536.436557769775
1,2913.10715675354,12821.211338043213
2,2898.9791870117188,12812.01696395874
3,2905.231714248657,12823.724508285522
4,2908.8761806488037,12842.724561691284
5,2908.299684524536,12853.485107421875
6,2904.515027999878,12855.485439300537
7,2909.7254276275635,12869.694471359253
8,2912.7426147460938,12877.859830856323
9,2925.5104064941406,12894.050598144531
10,2922.7640628814697,12900.513410568237
11,2910.7303619384766,12894.051790237427
12,2914.2775535583496,12899.150133132935
13,2912.040948867798,12900.879621505737
14,2911.3967418670654,12904.800653457642
15,2927.7966022491455,12926.531791687012
16,2920.733690261841,12912.85228729248
17,2923.429012298584,12913.783550262451
18,2922.0118522644043,12899.053573608398
19,2914.470434188843,12895.5078125
20,2916.459798812866,12891.325950622559
21,2911.775827407837,12881.972551345825
