Iterations,Fwd,Back
0,5165.749311447144,10381.822347640991
1,1619.7178363800049,6297.143936157227
2,1686.448335647583,6336.322546005249
3,1636.8932723999023,6304.890871047974
4,1668.7068939208984,6306.5345287323
5,1623.5170364379883,6344.400644302368
6,1647.2933292388916,6313.486337661743
7,1668.9932346343994,6315.317630767822
8,1626.3620853424072,6305.599212646484
9,1638.988971710205,6313.654184341431
10,1653.2654762268066,6284.853935241699
11,1602.7421951293945,6309.958696365356
12,1661.4112854003906,6317.895412445068
13,1629.8341751098633,6331.02560043335
14,1648.329496383667,6364.426851272583
15,1614.2432689666748,6279.541492462158
16,1642.6506042480469,6343.849897384644
17,1625.8964538574219,6303.117513656616
18,1652.3842811584473,6362.28084564209
19,1626.1465549468994,6330.520868301392
20,1656.0072898864746,6345.431804656982
21,1633.0320835113525,6339.900016784668
