Iterations,Fwd,Back
0,577.6667594909668,1964.4842147827148
1,289.57366943359375,1242.4228191375732
2,145.91455459594727,1096.297025680542
3,145.42484283447266,1095.334768295288
4,145.42102813720703,1096.9247817993164
5,145.3688144683838,1095.1969623565674
6,145.44010162353516,1095.6635475158691
7,145.28131484985352,1096.2510108947754
8,145.02787590026855,1096.2646007537842
9,145.25818824768066,1096.5616703033447
10,145.36356925964355,1096.6248512268066
11,145.1108455657959,1095.7562923431396
12,145.51424980163574,1095.9887504577637
13,145.52068710327148,1095.9460735321045
14,145.00951766967773,1096.318244934082
15,145.2798843383789,1095.2703952789307
16,145.2341079711914,1097.2373485565186
17,145.07150650024414,1095.5147743225098
18,145.08819580078125,1096.70090675354
19,145.16258239746094,1096.7183113098145
20,145.33138275146484,1095.7372188568115
21,145.02859115600586,1096.5406894683838
