Iterations,Fwd,Back
0,533.6370468139648,1092.416763305664
1,288.5701656341553,712.8720283508301
2,144.32287216186523,567.2609806060791
3,144.4997787475586,567.3985481262207
4,144.19984817504883,566.8704509735107
5,144.30975914001465,566.9577121734619
6,144.43349838256836,567.3599243164062
7,144.16956901550293,566.7562484741211
8,144.118070602417,566.807746887207
9,144.4995403289795,567.2855377197266
10,144.3462371826172,567.1474933624268
11,144.27947998046875,566.9517517089844
12,144.09923553466797,566.8501853942871
13,144.53530311584473,567.3489570617676
14,144.50335502624512,567.4726963043213
15,144.4554328918457,568.3531761169434
16,144.54197883605957,568.5198307037354
17,144.45185661315918,568.3519840240479
18,144.41347122192383,568.232536315918
19,144.54007148742676,568.4018135070801
20,144.5913314819336,568.5684680938721
21,144.55461502075195,568.3534145355225
