Iterations,Fwd,Back
0,628.6253929138184,3459.0506553649902
1,237.76745796203613,2687.0956420898438
2,237.31350898742676,2687.577486038208
3,237.20502853393555,2687.891960144043
4,237.2605800628662,2686.7311000823975
5,237.26487159729004,2686.8159770965576
6,237.29372024536133,2687.3562335968018
7,237.19143867492676,2686.612844467163
8,237.22028732299805,2686.7611408233643
9,237.20169067382812,2687.307596206665
10,237.3507022857666,2687.1559619903564
11,328.7985324859619,2687.82114982605
12,237.13350296020508,2687.051773071289
13,237.22314834594727,2686.9943141937256
14,237.26773262023926,2686.8019104003906
15,237.20169067382812,2686.340808868408
16,237.1690273284912,2686.6209506988525
17,237.22481727600098,2686.732530593872
18,237.24126815795898,2686.286687850952
19,237.21003532409668,2686.900854110718
20,237.2608184814453,2687.2012615203857
21,237.20645904541016,2687.1516704559326
