Iterations,Fwd,Back
0,458.41383934020996,738.22021484375
1,25.411367416381836,283.25629234313965
2,24.995803833007812,281.42476081848145
3,24.81555938720703,281.21471405029297
4,24.87802505493164,281.296968460083
5,24.96790885925293,281.3897132873535
6,24.78814125061035,281.200647354126
7,24.873733520507812,281.2678813934326
8,24.996280670166016,281.35108947753906
9,24.788856506347656,281.2838554382324
10,24.8868465423584,281.30054473876953
11,24.984359741210938,281.44192695617676
12,24.78313446044922,281.08716011047363
13,24.87921714782715,281.2802791595459
14,24.97386932373047,281.30435943603516
15,24.78504180908203,281.10647201538086
16,24.881601333618164,281.3122272491455
17,24.985790252685547,281.4929485321045
18,24.805784225463867,281.0549736022949
19,24.882078170776367,281.329870223999
20,25.006771087646484,281.4188003540039
21,24.799108505249023,281.10241889953613
