Iterations,Fwd,Back
0,3630.070447921753,7805.404424667358
1,1199.186086654663,5046.985387802124
2,1197.8321075439453,5044.463872909546
3,1198.6393928527832,5044.454574584961
4,1198.7717151641846,5042.638778686523
5,1198.289155960083,5046.137094497681
6,1198.3428001403809,5043.831586837769
7,1198.554515838623,5042.419910430908
8,1197.7105140686035,5042.517423629761
9,1240.3626441955566,5086.257219314575
10,1197.814702987671,5044.854402542114
11,1273.5285758972168,5119.809627532959
12,1199.3932723999023,5043.087720870972
13,1233.5829734802246,5083.323001861572
14,1269.2558765411377,5115.53430557251
15,1198.5015869140625,5048.718690872192
16,1271.8143463134766,5117.128610610962
17,1271.4219093322754,5119.2567348480225
18,1198.2667446136475,5045.676708221436
19,1197.7851390838623,5043.916702270508
20,1198.8437175750732,5045.019865036011
21,1220.2732563018799,5076.57527923584
