Iterations,Fwd,Back
0,4953.159332275391,8919.063091278076
1,1461.4245891571045,5062.664031982422
2,1472.891092300415,5082.12423324585
3,1476.7723083496094,5099.219799041748
4,1484.9345684051514,5089.59174156189
5,1479.5265197753906,5095.916748046875
6,1427.0479679107666,5044.07811164856
7,1487.9462718963623,5093.280553817749
8,1451.444387435913,5078.700542449951
9,1429.3909072875977,5044.581651687622
10,1445.420742034912,5084.780931472778
11,1466.1169052124023,5085.188627243042
12,1476.3476848602295,5068.528175354004
13,1478.9955615997314,5106.811046600342
14,1449.066162109375,5071.847677230835
15,1449.409008026123,5034.442901611328
16,1462.8257751464844,5117.485761642456
17,1447.037935256958,5063.955307006836
18,1458.8508605957031,5102.618455886841
19,1436.2833499908447,5076.25675201416
20,1438.0245208740234,5083.318471908569
21,1453.6259174346924,5066.823720932007
