Iterations,Fwd,Back
0,1580.0886154174805,3238.6245727539062
1,579.0042877197266,2146.2297439575195
2,553.5216331481934,2177.260637283325
3,551.1496067047119,2168.456554412842
4,539.5951271057129,2147.2654342651367
5,569.1826343536377,2179.8245906829834
6,537.7717018127441,2155.07435798645
7,521.2066173553467,2126.8084049224854
8,555.0711154937744,2143.2154178619385
9,632.1828365325928,2270.85018157959
10,530.5237770080566,2148.221969604492
11,521.8539237976074,2148.024082183838
12,539.8080348968506,2160.057306289673
13,531.3873291015625,2159.9361896514893
14,555.499792098999,2156.5518379211426
15,539.6502017974854,2162.9128456115723
16,520.1587677001953,2112.0381355285645
17,549.9067306518555,2183.776617050171
18,544.0883636474609,2172.053098678589
19,494.1885471343994,2135.944604873657
20,541.1720275878906,2163.778066635132
21,617.7856922149658,2259.918451309204
