Iterations,Fwd,Back
0,2861.3696098327637,5073.485612869263
1,622.7512359619141,2624.373197555542
2,619.7676658630371,2625.26273727417
3,618.9408302307129,2626.8064975738525
4,619.2343235015869,2620.828866958618
5,619.215726852417,2632.5156688690186
6,619.4870471954346,2627.8300285339355
7,619.1282272338867,2629.0431022644043
8,619.3945407867432,2624.828815460205
9,708.9951038360596,2717.0042991638184
10,619.0087795257568,2620.793342590332
11,620.6738948822021,2622.0996379852295
12,621.2646961212158,2623.1601238250732
13,722.2931385040283,2723.51336479187
14,619.1234588623047,2620.098352432251
15,658.7631702423096,2661.5962982177734
16,619.4698810577393,2621.173143386841
17,619.0495491027832,2622.267723083496
18,618.6826229095459,2621.0718154907227
19,619.6327209472656,2621.781349182129
20,619.6398735046387,2621.886968612671
21,704.0610313415527,2706.0422897338867
