Iterations,Fwd,Back
0,1564.274549484253,3196.4900493621826
1,430.7558536529541,1855.9412956237793
2,430.3433895111084,1856.8267822265625
3,430.33337593078613,1856.8499088287354
4,430.5291175842285,1855.341911315918
5,429.9817085266113,1855.428695678711
6,429.5206069946289,1853.872537612915
7,429.80146408081055,1853.9228439331055
8,429.98194694519043,1853.0263900756836
9,543.8096523284912,1969.210147857666
10,429.43668365478516,1855.9820652008057
11,429.9888610839844,1854.3689250946045
12,429.6884536743164,1853.534460067749
13,428.9288520812988,1851.9930839538574
14,429.5680522918701,1853.825569152832
15,429.3398857116699,1854.2664051055908
16,429.9750328063965,1855.9393882751465
17,430.21535873413086,1854.3579578399658
18,430.1800727844238,1853.215217590332
19,430.7386875152588,1853.1684875488281
20,428.77697944641113,1850.1780033111572
21,429.9163818359375,1854.231834411621
