Iterations,Fwd,Back
0,464.4143581390381,858.5836887359619
1,79.58602905273438,486.31882667541504
2,75.25420188903809,355.5011749267578
3,74.7833251953125,354.65335845947266
4,75.1042366027832,354.83407974243164
5,74.88107681274414,354.8007011413574
6,75.06203651428223,354.8305034637451
7,74.96309280395508,354.75969314575195
8,75.05369186401367,355.1502227783203
9,75.12998580932617,355.14307022094727
10,74.78761672973633,354.68387603759766
11,75.08540153503418,355.0577163696289
12,74.89228248596191,354.86388206481934
13,75.12736320495605,354.8736572265625
14,74.82290267944336,354.71177101135254
15,75.02007484436035,354.9184799194336
16,74.94997978210449,354.92873191833496
17,75.01697540283203,355.08012771606445
18,75.11067390441895,355.1337718963623
19,74.98741149902344,354.89892959594727
20,75.1187801361084,355.1182746887207
21,74.70846176147461,354.6748161315918
