Iterations,Fwd,Back
0,1675.4906177520752,4761.5814208984375
1,806.1861991882324,3761.8374824523926
2,777.8604030609131,3647.2954750061035
3,779.3989181518555,3687.769651412964
4,773.7677097320557,3683.9165687561035
5,778.8665294647217,3638.991117477417
6,775.317907333374,3705.101728439331
7,773.5233306884766,3665.8592224121094
8,774.2769718170166,3647.1474170684814
9,854.1340827941895,3807.3437213897705
10,779.0579795837402,3717.364549636841
11,774.3198871612549,3648.921012878418
12,775.5119800567627,3731.992244720459
13,775.2206325531006,3711.3001346588135
14,782.1135520935059,3720.8735942840576
15,778.8574695587158,3729.9327850341797
16,774.8630046844482,3739.168167114258
17,778.052568435669,3708.8115215301514
18,779.6077728271484,3722.3079204559326
19,777.8568267822266,3707.0672512054443
20,779.8402309417725,3691.122055053711
21,818.230152130127,3742.0759201049805
