Iterations,Fwd,Back
0,4750.180721282959,5939.982652664185
1,334.98692512512207,1399.1115093231201
2,328.74059677124023,1393.4736251831055
3,329.5602798461914,1393.3985233306885
4,330.7814598083496,1394.5050239562988
5,328.502893447876,1392.0948505401611
6,329.13994789123535,1392.8802013397217
7,328.71127128601074,1392.8031921386719
8,329.8358917236328,1393.6972618103027
9,477.5216579437256,1541.8190956115723
10,327.98147201538086,1392.0001983642578
11,327.43048667907715,1391.1705017089844
12,331.2385082244873,1394.8626518249512
13,329.5631408691406,1393.754482269287
14,328.9058208465576,1393.2199478149414
15,328.4592628479004,1392.4314975738525
16,328.71365547180176,1391.554594039917
17,328.5248279571533,1392.7123546600342
18,328.9642333984375,1393.2342529296875
19,329.1277885437012,1393.1725025177002
20,329.4832706451416,1392.8172588348389
21,475.47292709350586,1540.0359630584717
