Iterations,Fwd,Back
0,5056.834697723389,7244.690895080566
1,623.1141090393066,2626.645803451538
2,623.4240531921387,2627.2294521331787
3,622.532844543457,2625.7946491241455
4,622.2922801971436,2626.0485649108887
5,621.9804286956787,2625.4026889801025
6,621.8545436859131,2625.002384185791
7,622.0088005065918,2624.920606613159
8,621.9947338104248,2625.185966491699
9,722.4783897399902,2725.8548736572266
10,622.0295429229736,2625.465154647827
11,622.2889423370361,2625.549554824829
12,689.8794174194336,2692.2554969787598
13,622.056245803833,2624.833345413208
14,622.4043369293213,2625.4191398620605
15,621.8161582946777,2624.844789505005
16,768.2936191558838,2770.771265029907
17,621.523380279541,2625.0016689300537
18,622.0805644989014,2624.8083114624023
19,910.9089374542236,2913.588523864746
20,843.6627388000488,2846.1358547210693
21,713.5543823242188,2718.5041904449463
