Iterations,Fwd,Back
0,739.1231060028076,5900.728464126587
1,468.4746265411377,5173.712253570557
2,467.86022186279297,5173.327445983887
3,467.91744232177734,5173.699855804443
4,467.8912162780762,5173.47526550293
5,467.94795989990234,5172.9576587677
6,467.787504196167,5172.178268432617
7,467.9129123687744,5172.840595245361
8,467.80991554260254,5172.479629516602
9,467.81015396118164,5172.899961471558
10,467.8208827972412,5173.264026641846
11,531.6503047943115,5174.177646636963
12,467.7691459655762,5172.597646713257
13,467.8680896759033,5172.834396362305
14,467.8623676300049,5172.721862792969
15,468.0509567260742,5172.820806503296
16,467.76866912841797,5172.4278926849365
17,467.7596092224121,5173.06661605835
18,467.7865505218506,5172.699451446533
19,467.7910804748535,5172.718286514282
20,467.85640716552734,5172.8270053863525
21,467.8077697753906,5171.991348266602
