Iterations,Fwd,Back
0,424.68833923339844,957.2381973266602
1,52.865028381347656,497.45678901672363
2,52.1540641784668,495.45884132385254
3,52.02293395996094,495.32294273376465
4,52.19388008117676,495.3300952911377
5,51.96833610534668,495.2845573425293
6,52.20532417297363,495.4845905303955
7,51.94592475891113,495.2564239501953
8,52.22439765930176,495.4805374145508
9,51.90873146057129,495.2075481414795
10,52.21438407897949,495.6202507019043
11,51.851511001586914,495.18537521362305
12,52.21247673034668,495.5630302429199
13,51.86796188354492,495.2237606048584
14,52.208900451660156,495.6488609313965
15,51.807403564453125,495.241641998291
16,52.21843719482422,495.5611228942871
17,51.94807052612305,495.1016902923584
18,52.16193199157715,495.67317962646484
19,52.144765853881836,496.86622619628906
20,52.13332176208496,496.52767181396484
21,52.17933654785156,496.701717376709
