Iterations,Fwd,Back
0,2507.054090499878,4167.617321014404
1,407.50670433044434,1839.9901390075684
2,406.2211513519287,1839.3449783325195
3,459.2604637145996,1889.6574974060059
4,458.040714263916,1895.373821258545
5,406.2612056732178,1839.0071392059326
6,406.35013580322266,1839.9765491485596
7,406.3746929168701,1841.4933681488037
8,406.41140937805176,1839.6422863006592
9,406.0649871826172,1840.2161598205566
10,406.3107967376709,1840.5046463012695
11,406.39662742614746,1840.2817249298096
12,406.48651123046875,1840.5883312225342
13,406.18014335632324,1840.2905464172363
14,406.3091278076172,1840.3356075286865
15,406.19397163391113,1840.5442237854004
16,406.27002716064453,1840.7280445098877
17,406.3589572906494,1840.8641815185547
18,443.6514377593994,1878.6354064941406
19,476.6557216644287,1892.1222686767578
20,406.85439109802246,1840.374231338501
21,406.3284397125244,1840.277910232544
