Iterations,Fwd,Back
0,3011.1119747161865,6227.008104324341
1,783.2581996917725,3531.013011932373
2,782.0167541503906,3530.8449268341064
3,808.4619045257568,3550.2259731292725
4,798.9799976348877,3552.75821685791
5,782.5684547424316,3530.2906036376953
6,781.5446853637695,3528.717279434204
7,782.3276519775391,3531.06689453125
8,781.6250324249268,3528.9087295532227
9,782.0935249328613,3530.9228897094727
10,781.7881107330322,3530.790090560913
11,781.8219661712646,3529.9859046936035
12,781.0759544372559,3532.430648803711
13,782.2747230529785,3532.43088722229
14,781.3858985900879,3533.820867538452
15,781.8758487701416,3535.1998805999756
16,782.5014591217041,3534.3029499053955
17,782.5393676757812,3534.816026687622
18,786.4840030670166,3537.480354309082
19,844.3019390106201,3559.936285018921
20,781.4550399780273,3535.770893096924
21,781.5515995025635,3533.632516860962
