Iterations,Fwd,Back
0,523.0002403259277,2088.459014892578
1,237.5357151031494,1552.2148609161377
2,176.16629600524902,1177.722454071045
3,175.764799118042,1179.184913635254
4,176.0087013244629,1181.9686889648438
5,175.81939697265625,1182.0557117462158
6,175.69613456726074,1183.9501857757568
7,175.72689056396484,1189.3296241760254
8,175.80151557922363,1181.8969249725342
9,175.73022842407227,1187.2403621673584
10,175.70948600769043,1177.6492595672607
11,175.74572563171387,1186.5637302398682
12,175.69756507873535,1175.9381294250488
13,175.74143409729004,1185.619831085205
14,175.6887435913086,1179.0781021118164
15,175.7800579071045,1181.7858219146729
16,175.76003074645996,1185.297966003418
17,175.77672004699707,1176.2096881866455
18,175.78530311584473,1181.7195415496826
19,175.74262619018555,1180.2287101745605
20,175.75478553771973,1188.7362003326416
21,175.8427619934082,1177.4158477783203
