Iterations,Fwd,Back
0,2772.969961166382,8603.205680847168
1,1488.4724617004395,6564.773082733154
2,1486.8080615997314,6562.870025634766
3,1482.3408126831055,6539.837598800659
4,1474.804162979126,6535.089492797852
5,1473.3071327209473,6535.210847854614
6,1471.3084697723389,6545.33314704895
7,1471.3003635406494,6532.683610916138
8,1473.4878540039062,6541.462182998657
9,1500.1301765441895,6574.380397796631
10,1471.7583656311035,6538.245677947998
11,1470.5677032470703,6542.8478717803955
12,1474.3237495422363,6546.4959144592285
13,1472.292184829712,6544.42572593689
14,1476.3331413269043,6554.618358612061
15,1475.3954410552979,6551.243782043457
16,1475.6276607513428,6550.526857376099
17,1476.7544269561768,6554.740905761719
18,1475.1355648040771,6553.043842315674
19,1475.2912521362305,6553.098917007446
20,1477.4341583251953,6552.935361862183
21,1480.1480770111084,6560.792922973633
