Iterations,Fwd,Back
0,462.0985984802246,2473.4225273132324
1,227.19502449035645,1966.151237487793
2,176.24759674072266,1650.8731842041016
3,176.13458633422852,1651.8785953521729
4,176.11360549926758,1650.3045558929443
5,176.18823051452637,1651.7891883850098
6,176.16605758666992,1652.212142944336
7,176.1617660522461,1647.1984386444092
8,176.12099647521973,1648.862361907959
9,176.26547813415527,1644.9368000030518
10,176.11169815063477,1646.3663578033447
11,176.12338066101074,1651.5753269195557
12,176.0706901550293,1647.460699081421
13,176.12361907958984,1651.935338973999
14,176.1338710784912,1646.6679573059082
15,176.07998847961426,1653.7997722625732
16,176.0709285736084,1638.0016803741455
17,176.07998847961426,1655.4059982299805
18,176.09882354736328,1647.8712558746338
19,176.06616020202637,1640.918493270874
20,176.09572410583496,1642.7242755889893
21,176.06496810913086,1647.824764251709
