Iterations,Fwd,Back
0,5897.230863571167,10068.500280380249
1,1200.1452445983887,4878.246784210205
2,1199.9766826629639,4875.809192657471
3,1200.129508972168,4874.6068477630615
4,1200.2394199371338,4876.267194747925
5,1200.0916004180908,4875.3979206085205
6,1200.514554977417,4875.037431716919
7,1199.767827987671,4873.8439083099365
8,1199.7075080871582,4873.198509216309
9,1227.8399467468262,4910.9508991241455
10,1199.5337009429932,4872.236251831055
11,1339.6658897399902,5015.680313110352
12,1305.340051651001,4980.96776008606
13,1267.956256866455,4943.289995193481
14,1268.9967155456543,4944.990634918213
15,1268.284559249878,4946.120023727417
16,1336.6975784301758,5013.22078704834
17,1267.4977779388428,4944.591522216797
18,1303.2326698303223,4978.614330291748
19,1199.791431427002,4873.664617538452
20,1304.6984672546387,4980.8948040008545
21,1216.6519165039062,4905.601739883423
