Iterations,Fwd,Back
0,531.8145751953125,1071.2378025054932
1,291.3236618041992,716.759443283081
2,144.7615623474121,568.8560009002686
3,144.5446014404297,568.385124206543
4,144.83308792114258,568.6872005462646
5,144.84047889709473,568.8633918762207
6,144.5486545562744,568.3832168579102
7,144.6511745452881,569.4501399993896
8,144.56796646118164,569.39697265625
9,144.72508430480957,569.4196224212646
10,144.6831226348877,569.4503784179688
11,144.7892189025879,569.4928169250488
12,144.6375846862793,569.4079399108887
13,144.64235305786133,569.3223476409912
14,144.76275444030762,569.636344909668
15,144.60110664367676,569.3175792694092
16,144.72460746765137,569.4255828857422
17,144.59514617919922,569.3740844726562
18,144.50812339782715,569.1938400268555
19,144.6976661682129,569.2856311798096
20,144.59586143493652,569.4329738616943
21,144.75512504577637,569.530725479126
