Iterations,Fwd,Back
0,330.80506324768066,1359.2305183410645
1,80.17611503601074,785.2561473846436
2,77.07357406616211,784.6605777740479
3,76.45773887634277,784.8246097564697
4,76.82228088378906,784.5206260681152
5,77.3775577545166,784.5859527587891
6,76.98917388916016,784.4991683959961
7,77.03208923339844,784.4643592834473
8,77.00157165527344,784.7034931182861
9,76.95913314819336,784.9175930023193
10,76.82108879089355,784.5690250396729
11,197.43108749389648,810.535192489624
12,77.43024826049805,784.5621109008789
13,76.8880844116211,784.4905853271484
14,76.78341865539551,784.4998836517334
15,77.0711898803711,784.5516204833984
16,76.54857635498047,784.4750881195068
17,76.97725296020508,784.5597267150879
18,77.42619514465332,784.6267223358154
19,76.82132720947266,784.5907211303711
20,76.82228088378906,784.7795486450195
21,76.74121856689453,784.5840454101562
