Iterations,Fwd,Back
0,1325.2484798431396,2526.585102081299
1,323.10009002685547,1450.7269859313965
2,322.04389572143555,1449.326515197754
3,321.8212127685547,1448.868989944458
4,321.81859016418457,1448.6486911773682
5,321.5198516845703,1448.7807750701904
6,321.40207290649414,1448.0202198028564
7,321.6977119445801,1448.8370418548584
8,321.4256763458252,1449.6166706085205
9,426.863431930542,1554.877519607544
10,414.71290588378906,1541.1031246185303
11,321.6207027435303,1448.5623836517334
12,321.5816020965576,1449.0280151367188
13,321.59900665283203,1450.101613998413
14,321.96807861328125,1449.90873336792
15,322.1893310546875,1449.3725299835205
16,321.87914848327637,1449.2061138153076
17,322.06177711486816,1449.195384979248
18,322.0794200897217,1449.2862224578857
19,321.6276168823242,1447.8216171264648
20,321.2754726409912,1448.0538368225098
21,418.2703495025635,1546.2217330932617
