Iterations,Fwd,Back
0,655.7583808898926,5190.1209354400635
1,305.905818939209,3489.6600246429443
2,305.1867485046387,3493.123769760132
3,305.3321838378906,3494.0216541290283
4,304.84700202941895,3489.339828491211
5,304.9349784851074,3488.8734817504883
6,305.2937984466553,3494.5502281188965
7,305.6905269622803,3493.6277866363525
8,305.117130279541,3493.2401180267334
9,305.3922653198242,3489.9401664733887
10,304.83126640319824,3488.229513168335
11,305.1888942718506,3492.795467376709
12,305.23109436035156,3491.5108680725098
13,305.3264617919922,3487.4892234802246
14,305.25898933410645,3492.018222808838
15,305.04894256591797,3492.589235305786
16,305.3708076477051,3493.0076599121094
17,305.1154613494873,3486.717939376831
18,305.1493167877197,3493.1771755218506
19,304.9781322479248,3494.2445755004883
20,305.217981338501,3492.9652214050293
21,305.1283359527588,3490.2496337890625
