Iterations,Fwd,Back
0,627.5374889373779,2889.9524211883545
1,730.9155464172363,2342.0886993408203
2,337.3587131500244,1947.5362300872803
3,337.04161643981934,1947.2050666809082
4,337.5725746154785,1940.0482177734375
5,337.0218276977539,1962.148904800415
6,337.329626083374,1959.3405723571777
7,337.04686164855957,1942.819356918335
8,337.252140045166,1948.1239318847656
9,337.1455669403076,1935.8253479003906
10,337.0366096496582,1952.0409107208252
11,337.1906280517578,1942.5694942474365
12,337.01395988464355,1954.899549484253
13,336.95101737976074,1961.83443069458
14,337.0234966278076,1934.5734119415283
15,337.13793754577637,1939.2023086547852
16,337.1117115020752,1941.9622421264648
17,337.1262550354004,1970.2277183532715
18,337.4454975128174,1960.5400562286377
19,337.08786964416504,1938.0347728729248
20,337.00084686279297,1947.0016956329346
21,337.63766288757324,1962.5754356384277
