,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in_embedding,roofline_llama-7b_ubatch_4,4405.368000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,295605.747000,275736.504000,19869.243000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layernorm1,roofline_llama-7b_ubatch_4,692.976000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,roofline_llama-7b_ubatch_4,14096.288000,7048.144000,7048.144000,0.000000,2478.720000,0.000000,0.000000,7921.272000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,roofline_llama-7b_ubatch_4,14096.288000,7048.144000,7048.144000,0.000000,0.000000,0.000000,0.000000,6343.424000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V,roofline_llama-7b_ubatch_4,14096.288000,7048.144000,7048.144000,0.000000,3163.672000,0.000000,0.000000,7921.256000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QK,roofline_llama-7b_ubatch_4,97.408000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QKV,roofline_llama-7b_ubatch_4,97.408000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concat,roofline_llama-7b_ubatch_4,14096.288000,7048.144000,7048.144000,0.000000,7171.664000,0.000000,0.000000,8854.960000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residual1,roofline_llama-7b_ubatch_4,692.976000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layernorm2,roofline_llama-7b_ubatch_4,692.976000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp1,roofline_llama-7b_ubatch_4,37883.808000,18941.904000,18941.904000,0.000000,4340.032000,0.000000,0.000000,10069.096000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp2,roofline_llama-7b_ubatch_4,37883.808000,18941.904000,18941.904000,0.000000,2516.496000,0.000000,0.000000,10069.096000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residual2,roofline_llama-7b_ubatch_4,346.488000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out_embedding,roofline_llama-7b_ubatch_4,4405.368000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,295605.747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
