,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_8,22082.416000,11041.208000,11041.208000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,6060798.208000,0.768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_8,394429.376000,197214.688000,197214.688000,0.000000,0.000000,0.000000,0.000000,10306.792000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_8,6382.400000,3191.200000,3191.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_8,22082.416000,11041.208000,11041.208000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama2_7b_ubatch_8,307836.368000,153918.184000,153918.184000,0.000000,0.000000,0.000000,0.000000,13800.296000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama2_7b_ubatch_8,3191.200000,3191.200000,3191.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_8,22082.416000,11041.208000,11041.208000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_8,394429.376000,197214.688000,197214.688000,0.000000,0.000000,0.000000,0.000000,10306.792000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_8,6382.400000,3191.200000,3191.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_8,22082.416000,11041.208000,11041.208000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama2_7b_ubatch_8,307836.368000,153918.184000,153918.184000,0.000000,0.000000,0.000000,0.000000,13800.296000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama2_7b_ubatch_8,3191.200000,3191.200000,3191.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_8,22082.416000,11041.208000,11041.208000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_8,394429.376000,197214.688000,197214.688000,0.000000,0.000000,0.000000,0.000000,10306.792000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_8,6382.400000,3191.200000,3191.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_8,22082.416000,11041.208000,11041.208000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama2_7b_ubatch_8,307836.368000,153918.184000,153918.184000,0.000000,0.000000,0.000000,0.000000,13800.296000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama2_7b_ubatch_8,3191.200000,3191.200000,3191.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_8,22082.416000,11041.208000,11041.208000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_8,394429.376000,197214.688000,197214.688000,0.000000,0.000000,0.000000,0.000000,10306.792000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_8,6382.400000,3191.200000,3191.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_8,22082.416000,11041.208000,11041.208000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama2_7b_ubatch_8,307836.368000,153918.184000,153918.184000,0.000000,0.000000,0.000000,0.000000,13800.296000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama2_7b_ubatch_8,3191.200000,3191.200000,3191.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6060798.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
