,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_8,22475.152000,11237.576000,11237.576000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120473.344000,5120472.576000,0.768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_8,326654.112000,163327.056000,163327.056000,0.000000,0.000000,0.000000,0.000000,13591.504000,0.000000,5120473.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_8,4976.576000,2488.288000,2488.288000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120473.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_8,22475.152000,11237.576000,11237.576000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120473.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_8,259745.648000,129872.824000,129872.824000,0.000000,0.000000,0.000000,0.000000,17550.576000,0.000000,5120473.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_8,2488.288000,2488.288000,2488.288000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120473.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_8,22475.152000,11237.576000,11237.576000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120473.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_8,326654.112000,163327.056000,163327.056000,0.000000,0.000000,0.000000,0.000000,13591.504000,0.000000,5120473.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_8,4976.576000,2488.288000,2488.288000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120473.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_8,22475.152000,11237.576000,11237.576000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120473.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
