batch,max_seq_length,n_embed,n_head,tensor_parallelism,gpu_name,sms,tpcs,gpcs,cuda_cores,tensor_cores,ram_gb,l2_cache_mb,mem_bw_gB_s,phase,runtime_s,kernel,seq_length
8,NA,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.00632960000038147,mlp,4096
8,NA,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.04512511959075928,mlp,4096
8,NA,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.02225674247741699,mlp,4096
8,NA,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.04514703369140625,mlp,4096
8,NA,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.02227732486724853,mlp,4096
8,NA,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.04518420486450195,mlp,4096
8,NA,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.02234280948638916,mlp,4096
8,NA,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.16882237548828122,mlp,4096
8,NA,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.08463319015502929,mlp,4096
8,NA,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.16959518890380862,mlp,4096
8,NA,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.08443294715881348,mlp,4096
8,NA,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.16912819137573243,mlp,4096
8,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.08474280967712403,mlp,4096
16,NA,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.00627829766273498,mlp,1024
16,NA,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.00307599359750747,mlp,1024
16,NA,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.00625233924388885,mlp,1024
16,NA,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.0030896127462387,mlp,1024
16,NA,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.00631669764518737,mlp,1024
16,NA,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.00307051516771316,mlp,1024
16,NA,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.02242094087600708,mlp,1024
16,NA,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.01129978876113891,mlp,1024
16,NA,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.0224840705871582,mlp,1024
16,NA,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.01128821754455566,mlp,1024
16,NA,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.02246261768341064,mlp,1024
16,NA,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.01128698878288269,mlp,1024
16,NA,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.08382965812683105,mlp,1024
16,NA,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.04201246700286865,mlp,1024
16,NA,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.0838501880645752,mlp,1024
16,NA,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.04205701160430908,mlp,1024
16,NA,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.08372213821411133,mlp,1024
16,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.04208271350860596,mlp,1024
16,NA,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.01247528963088989,mlp,2048
16,NA,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.00634240002632141,mlp,2048
16,NA,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.01248906254768371,mlp,2048
16,NA,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.00627640323638916,mlp,2048
16,NA,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.0124830207824707,mlp,2048
16,NA,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.00639503369331359,mlp,2048
16,NA,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.04547793941497802,mlp,2048
16,NA,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.02233538541793823,mlp,2048
16,NA,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.0453817850112915,mlp,2048
16,NA,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.0224054274559021,mlp,2048
16,NA,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.0455455228805542,mlp,2048
16,NA,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.02237050867080688,mlp,2048
16,NA,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.16905605163574217,mlp,2048
16,NA,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.08465792007446289,mlp,2048
16,NA,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.16913167343139648,mlp,2048
16,NA,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.0848860668182373,mlp,2048
16,NA,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.1695110153198242,mlp,2048
16,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.08484817924499513,mlp,2048
16,NA,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.02567265272140502,mlp,4096
16,NA,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.01280163836479187,mlp,4096
16,NA,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.02562554883956909,mlp,4096
16,NA,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.01275141129493713,mlp,4096
16,NA,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.02567608308792114,mlp,4096
16,NA,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.0127998975276947,mlp,4096
16,NA,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.09131724853515624,mlp,4096
16,NA,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.04572825622558595,mlp,4096
16,NA,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.09077806053161622,mlp,4096
16,NA,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.04527426528930664,mlp,4096
16,NA,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.09068615646362306,mlp,4096
16,NA,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.04532433910369872,mlp,4096
16,NA,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.34848537597656254,mlp,4096
16,NA,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.17004579849243165,mlp,4096
16,NA,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.35006760864257813,mlp,4096
16,NA,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.17121121215820312,mlp,4096
16,NA,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.35321456298828124,mlp,4096
16,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.17136255950927737,mlp,4096
32,NA,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.01252469758987426,mlp,1024
32,NA,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.00635008006095886,mlp,1024
32,NA,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.01255157756805419,mlp,1024
32,NA,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.00639656946659088,mlp,1024
32,NA,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.01252654070854187,mlp,1024
32,NA,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.00636487684249877,mlp,1024
32,NA,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.04549007396697997,mlp,1024
32,NA,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.02255723505020141,mlp,1024
32,NA,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.0455624189376831,mlp,1024
32,NA,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.02251770887374877,mlp,1024
32,NA,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.04553282566070556,mlp,1024
32,NA,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.02243901433944702,mlp,1024
32,NA,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.17053219833374025,mlp,1024
32,NA,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.08465285186767578,mlp,1024
32,NA,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.17060695037841797,mlp,1024
32,NA,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.0848177158355713,mlp,1024
32,NA,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.1704440330505371,mlp,1024
32,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.08459479064941407,mlp,1024
32,NA,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.02545300464630127,mlp,2048
32,NA,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.01278996486663818,mlp,2048
32,NA,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.02549319677352905,mlp,2048
32,NA,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.01275683841705322,mlp,2048
32,NA,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.02551152629852294,mlp,2048
32,NA,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.01279114241600036,mlp,2048
32,NA,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.09110061950683591,mlp,2048
32,NA,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.04543114261627197,mlp,2048
32,NA,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.0912782325744629,mlp,2048
32,NA,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.04546012172698975,mlp,2048
32,NA,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.0912499195098877,mlp,2048
32,NA,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.04546559982299805,mlp,2048
32,NA,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.35347773437499996,mlp,2048
32,NA,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.17109642181396484,mlp,2048
32,NA,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.35321426086425783,mlp,2048
32,NA,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.17153725509643553,mlp,2048
32,NA,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.3542743057250977,mlp,2048
32,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.17031997375488284,mlp,2048
32,NA,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.05165998077392577,mlp,4096
32,NA,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.02642928647994995,mlp,4096
32,NA,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.05162736587524413,mlp,4096
32,NA,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.02642964477539062,mlp,4096
32,NA,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.05170805740356445,mlp,4096
32,NA,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.0264648190498352,mlp,4096
32,NA,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.184283341217041,mlp,4096
32,NA,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.091424409866333,mlp,4096
32,NA,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.18383999862670905,mlp,4096
32,NA,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.0914129913330078,mlp,4096
32,NA,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.1848098815917969,mlp,4096
32,NA,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.09160724449157712,mlp,4096
32,NA,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.8419028900146485,mlp,4096
32,NA,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.3494264312744141,mlp,4096
32,NA,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.8484200469970704,mlp,4096
32,NA,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.34855926055908204,mlp,4096
32,NA,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.851141488647461,mlp,4096
32,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.34762839050292965,mlp,4096
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023979520797729,res_add,8192
128,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756305921077728,res_add,4096
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023815698623657,res_add,16384
16,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.0018984960258007,res_add,4096
32,NA,1024,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00189849603176116,res_add,16384
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03024235525131225,res_add,8192
128,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512837123870849,res_add,8192
32,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5682561099529e-4,res_add,1024
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023487997055054,res_add,16384
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023677434921264,res_add,4096
64,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378598397970199,res_add,8192
16,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00189952003359794,res_add,2048
4,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5697921216487e-4,res_add,8192
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378649598360061,res_add,2048
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,16384
64,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756633598804473,res_add,8192
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023057928085327,res_add,16384
128,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512929282188415,res_add,8192
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023313932418823,res_add,8192
4,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,7.326720245182515e-5,res_add,2048
16,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756725766658783,res_add,16384
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756541445255279,res_add,4096
128,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023738880157471,res_add,16384
32,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756638724803924,res_add,4096
32,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378490877151489,res_add,8192
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378557437658309,res_add,512
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.0302383617401123,res_add,16384
32,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756582400798797,res_add,8192
16,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512949752807617,res_add,16384
64,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00189987842440605,res_add,4096
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.0302385663986206,res_add,8192
64,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378593277931213,res_add,4096
64,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756531205177307,res_add,16384
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023841285705566,res_add,4096
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512647681236267,res_add,8192
16,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378751999139785,res_add,4096
32,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01513154554367065,res_add,8192
64,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5687680840492e-4,res_add,1024
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,16384
32,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756608002185821,res_add,8192
32,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756561923027038,res_add,8192
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756602885723114,res_add,2048
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,16384
16,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5759361088275e-4,res_add,4096
8,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00189952003955841,res_add,16384
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512596478462219,res_add,8192
128,NA,1024,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378649598360061,res_add,8192
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756520962715148,res_add,2048
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512919030189513,res_add,8192
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.0037868543863296502,res_add,1024
64,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512729601860046,res_add,16384
2,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5697921216487e-4,res_add,8192
16,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756515843868255,res_add,16384
64,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378711038827896,res_add,4096
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,8192
32,NA,1024,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,2.5067519843578e-4,res_add,2048
32,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023728637695312,res_add,16384
128,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756300799846649,res_add,8192
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.0151291392326355,res_add,8192
32,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,2.4990719854831e-4,res_add,512
8,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5697921216487e-4,res_add,8192
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512924151420593,res_add,4096
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,16384
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756439042091369,res_add,4096
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023616008758545,res_add,16384
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023825902938843,res_add,8192
64,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756305921077728,res_add,8192
8,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,4.8578560203313e-4,res_add,1024
32,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756536321640014,res_add,8192
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756567041873931,res_add,4096
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,16384
32,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5733761191368e-4,res_add,4096
32,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512657918930054,res_add,8192
128,NA,1024,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5697920918464e-4,res_add,2048
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023774719238282,res_add,16384
32,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378670078516006,res_add,8192
2,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,4.8537600189447e-4,res_add,16384
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512775673866272,res_add,4096
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023421449661254,res_add,8192
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378675198554992,res_add,2048
64,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378654718399047,res_add,8192
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512709112167358,res_add,2048
64,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512878079414367,res_add,16384
8,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00189987843632698,res_add,8192
16,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512826867103576,res_add,16384
64,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756362240314483,res_add,8192
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023677444458008,res_add,8192
32,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5656960904598e-4,res_add,1024
32,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512647666931152,res_add,16384
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512872948646545,res_add,4096
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023610868453979,res_add,8192
32,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00189905923008918,res_add,4096
16,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378711038827896,res_add,8192
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,4.8588800132274e-4,res_add,256
128,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512919034957885,res_add,16384
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023687696456909,res_add,8192
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512847356796264,res_add,8192
128,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00189946883320808,res_add,1024
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,16384
16,NA,1024,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,4.8583679497241e-4,res_add,8192
32,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01513067507743835,res_add,16384
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756510725021362,res_add,4096
128,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756592643260956,res_add,8192
32,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756408326625824,res_add,4096
32,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756556799411773,res_add,16384
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,8192
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512837109565734,res_add,8192
16,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5677441060543e-4,res_add,2048
8,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378634238243103,res_add,8192
64,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5708161592483e-4,res_add,2048
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,16384
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756572160720825,res_add,4096
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,16384
128,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756510722637176,res_add,4096
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512837109565734,res_add,8192
4,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,4.8563200086355e-4,res_add,4096
16,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,9.5708161592483e-4,res_add,8192
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756536321640014,res_add,2048
128,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023846406936645,res_add,16384
32,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756495358943939,res_add,8192
32,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378501117229461,res_add,8192
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512939510345458,res_add,4096
64,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756638722419738,res_add,16384
32,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756449284553528,res_add,4096
8,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378531837463378,res_add,16384
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512831983566284,res_add,8192
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,NA,res_add,8192
64,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,4.8609280288219e-4,res_add,512
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023969259262084,res_add,16384
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512847356796264,res_add,4096
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.0302383105278015,res_add,8192
8,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,2.4985600113868e-4,res_add,2048
32,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378726398944854,res_add,8192
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00378572797775268,res_add,2048
128,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512673268318176,res_add,16384
32,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.01512919025421142,res_add,8192
32,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00189952003359794,res_add,8192
128,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023887348175048,res_add,4096
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023467502593994,res_add,16384
16,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00189982722997665,res_add,4096
4,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.0037866495847702,res_add,16384
64,NA,4096,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00756582403182983,res_add,8192
128,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023718423843383,res_add,8192
64,NA,8192,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.00189905922412872,res_add,1024
64,NA,16384,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,0.03023825922012329,res_add,8192
128,NA,2048,NA,NA,a100,108,54,7,6912,432,40,40,1555,0,4.8599039912223e-4,res_add,512
