batch,max_seq_length,n_embed,n_head,tensor_parallelism,gpu_name,sms,tpcs,gpcs,cuda_cores,tensor_cores,ram_gb,l2_cache_mb,mem_bw_gB_s,phase,runtime_s,kernel,seq_length
8,2048,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.02494453773498535,attn,NA
8,2048,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.01257072649002075,attn,NA
8,2048,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.02413670396804809,attn,NA
8,2048,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.01220843515396118,attn,NA
8,2048,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.02684487695693969,attn,NA
8,2048,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.0136473087310791,attn,NA
8,2048,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.07069183921813967,attn,NA
8,2048,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.03527792625427246,attn,NA
8,2048,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.0702346248626709,attn,NA
8,2048,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.03464627208709716,attn,NA
8,2048,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.06821350364685058,attn,NA
8,2048,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.03401205806732178,attn,NA
8,4096,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.02645847024917602,attn,NA
8,4096,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.01323473920822143,attn,NA
8,4096,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.03191050243377685,attn,NA
8,4096,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.01598981122970581,attn,NA
8,4096,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.04878120975494384,attn,NA
8,4096,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.02433413143157959,attn,NA
8,4096,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.06697154579162597,attn,NA
8,4096,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.03364623374938964,attn,NA
8,4096,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.06333004837036131,attn,NA
8,4096,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.03179576301574707,attn,NA
8,4096,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.0745019390106201,attn,NA
8,4096,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.03754357757568359,attn,NA
8,4096,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.1818156539916992,attn,NA
8,4096,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.08960850028991699,attn,NA
8,4096,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.17311861572265624,attn,NA
8,4096,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.08686387214660643,attn,NA
8,4096,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.16893583297729492,attn,NA
8,4096,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.08313518028259276,attn,NA
16,1024,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.00779960315227508,attn,NA
16,1024,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.00392729601860046,attn,NA
16,1024,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.00850048012733459,attn,NA
16,1024,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.00425246715545654,attn,NA
16,1024,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.01061386246681213,attn,NA
16,1024,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.00533524482250213,attn,NA
16,1024,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.02056698894500732,attn,NA
16,1024,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.01059573760032654,attn,NA
16,1024,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.02069457912445068,attn,NA
16,1024,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.01051074562072753,attn,NA
16,1024,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.02190643215179443,attn,NA
16,1024,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.01112396802902221,attn,NA
16,1024,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.0617589246749878,attn,NA
16,1024,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.03088209915161132,attn,NA
16,1024,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.06093788204193116,attn,NA
16,1024,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.03028889589309692,attn,NA
16,1024,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.06069852180480958,attn,NA
16,1024,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.03028331518173218,attn,NA
16,2048,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.01918638067245483,attn,NA
16,2048,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.0095840256690979,attn,NA
16,2048,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.02156354570388793,attn,NA
16,2048,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.01093027844429016,attn,NA
16,2048,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.03012526082992554,attn,NA
16,2048,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.01511173114776611,attn,NA
16,2048,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.04985221080780029,attn,NA
16,2048,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.02512266244888306,attn,NA
16,2048,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.04838937625885009,attn,NA
16,2048,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.02439961595535278,attn,NA
16,2048,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.0539335168838501,attn,NA
16,2048,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.02708787212371826,attn,NA
16,2048,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.14414975814819334,attn,NA
16,2048,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.0707136520385742,attn,NA
16,2048,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.13947745285034177,attn,NA
16,2048,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.06935567359924318,attn,NA
16,2048,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.13725465545654297,attn,NA
16,2048,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.06843115577697753,attn,NA
16,4096,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.05343288288116454,attn,NA
16,4096,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.02671257619857788,attn,NA
16,4096,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.06444907550811767,attn,NA
16,4096,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.03218088960647583,attn,NA
16,4096,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.0989736961364746,attn,NA
16,4096,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.04912563228607177,attn,NA
16,4096,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.1348806655883789,attn,NA
16,4096,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.06775342063903808,attn,NA
16,4096,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.1281980407714844,attn,NA
16,4096,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.06449023990631103,attn,NA
16,4096,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.15033415832519528,attn,NA
16,4096,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.07597199287414551,attn,NA
16,4096,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.3658576370239258,attn,NA
16,4096,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.18160629806518555,attn,NA
16,4096,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.3568126449584961,attn,NA
16,4096,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.17530854110717772,attn,NA
16,4096,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.33461841888427735,attn,NA
16,4096,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.16865761260986328,attn,NA
32,1024,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.01560094723701477,attn,NA
32,1024,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.00783872001171112,attn,NA
32,1024,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.01697372131347656,attn,NA
32,1024,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.00850600962638855,attn,NA
32,1024,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.02112276496887206,attn,NA
32,1024,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.01062983679771423,attn,NA
32,1024,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.04197693443298341,attn,NA
32,1024,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.02108508157730102,attn,NA
32,1024,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.04153011169433594,attn,NA
32,1024,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.02055004158020019,attn,NA
32,1024,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.04420357093811035,attn,NA
32,1024,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.0222068736076355,attn,NA
32,1024,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.12743762016296384,attn,NA
32,1024,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.06227860431671143,attn,NA
32,1024,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.1240280574798584,attn,NA
32,1024,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.06157178859710695,attn,NA
32,1024,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.12314460144042969,attn,NA
32,1024,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.06096348152160644,attn,NA
32,2048,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.03878558692932129,attn,NA
32,2048,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.01940131835937499,attn,NA
32,2048,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.04403696670532227,attn,NA
32,2048,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.02195855388641357,attn,NA
32,2048,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.06105390033721923,attn,NA
32,2048,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.0304323073387146,attn,NA
32,2048,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.10134010887145996,attn,NA
32,2048,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.05083013134002685,attn,NA
32,2048,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.0980315643310547,attn,NA
32,2048,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.04972759017944336,attn,NA
32,2048,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.10926540870666504,attn,NA
32,2048,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.05519662055969238,attn,NA
32,2048,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.29074068450927737,attn,NA
32,2048,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.1439024635314941,attn,NA
32,2048,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.2836225524902344,attn,NA
32,2048,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.1415308807373047,attn,NA
32,2048,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.2774685180664062,attn,NA
32,2048,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.13830144119262697,attn,NA
32,4096,2048,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.10725442581176758,attn,NA
32,4096,2048,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.05362421722412108,attn,NA
32,4096,2048,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.12942786560058597,attn,NA
32,4096,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.06457692127227783,attn,NA
32,4096,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.1980698631286621,attn,NA
32,4096,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.0990285816192627,attn,NA
32,4096,4096,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.27330969696044927,attn,NA
32,4096,4096,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.1361943046569824,attn,NA
32,4096,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.2557063690185547,attn,NA
32,4096,4096,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.12962130203247071,attn,NA
32,4096,4096,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.29854085235595706,attn,NA
32,4096,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.15159792709350586,attn,NA
32,4096,8192,16,1,a100,108,54,7,6912,432,40,40,1555,0,0.7582503967285157,attn,NA
32,4096,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.36270008087158206,attn,NA
32,4096,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.7381690917968751,attn,NA
32,4096,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.3507972076416015,attn,NA
32,4096,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.6858680877685547,attn,NA
32,4096,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.3325061111450195,attn,NA
4,NA,2048,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.0066477567911148,mlp,16384
128,NA,8192,16,2,a100,108,54,7,6912,432,40,40,1555,0,1.5033104370117187,mlp,4096
64,NA,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.7194225646972655,mlp,8192
32,NA,16384,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.10528046073913574,mlp,1024
64,NA,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.3648087554931641,mlp,8192
64,NA,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.04734049224853515,mlp,2048
128,NA,16384,32,1,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
32,NA,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.18185543746948243,mlp,8192
32,NA,16384,64,2,a100,108,54,7,6912,432,40,40,1555,0,3.588018798828125,mlp,8192
128,NA,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.02362741756439209,mlp,512
128,NA,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
64,NA,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.09484738464355467,mlp,4096
32,NA,8192,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.7168325134277344,mlp,16384
64,NA,16384,128,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
128,NA,2048,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.21667916793823244,mlp,16384
16,NA,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.3518655487060547,mlp,4096
16,NA,4096,16,8,a100,108,54,7,6912,432,40,40,1555,0,0.0232184832572937,mlp,8192
128,NA,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,4096
64,NA,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.7181526550292968,mlp,16384
32,NA,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.34481412963867186,mlp,8192
64,NA,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
64,NA,8192,32,1,a100,108,54,7,6912,432,40,40,1555,0,1.7073487426757814,mlp,4096
128,NA,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
16,NA,2048,8,8,a100,108,54,7,6912,432,40,40,1555,0,0.00100418561697006,mlp,1024
32,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,1.5034708984375,mlp,16384
128,NA,1024,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.01556316151618957,mlp,8192
64,NA,16384,16,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
64,NA,8192,128,2,a100,108,54,7,6912,432,40,40,1555,0,0.34273085479736326,mlp,2048
32,NA,4096,128,2,a100,108,54,7,6912,432,40,40,1555,0,0.18190443725585936,mlp,8192
64,NA,8192,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.17273389968872072,mlp,2048
128,NA,4096,64,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
4,NA,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.08287303657531739,mlp,4096
8,NA,8192,8,8,a100,108,54,7,6912,432,40,40,1555,0,0.04423316478729246,mlp,8192
128,NA,4096,128,1,a100,108,54,7,6912,432,40,40,1555,0,0.3666432052612305,mlp,2048
64,NA,16384,32,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
32,NA,4096,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.0231824384689331,mlp,4096
64,NA,2048,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.05208954906463623,mlp,16384
64,NA,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.7238992370605468,mlp,8192
128,NA,8192,128,2,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
32,NA,16384,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.3328112640380859,mlp,2048
16,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.749002752685547,mlp,16384
128,NA,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,4096
64,NA,2048,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.02615034885406494,mlp,8192
64,NA,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.04290421772003174,mlp,512
32,NA,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,1.771185205078125,mlp,8192
64,NA,8192,16,8,a100,108,54,7,6912,432,40,40,1555,0,0.18115261611938477,mlp,4096
128,NA,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
8,NA,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.04562483234405518,mlp,8192
16,NA,16384,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.6807426513671876,mlp,16384
128,NA,8192,32,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
64,NA,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
32,NA,1024,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.0036663808107376,mlp,4096
64,NA,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.19011317596435545,mlp,8192
64,NA,16384,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.6737504791259766,mlp,1024
128,NA,2048,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.21738900527954105,mlp,16384
16,NA,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.04452080631256103,mlp,4096
32,NA,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.09506795463562012,mlp,8192
128,NA,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,4096
64,NA,4096,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.3740874771118165,mlp,16384
64,NA,16384,16,2,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
32,NA,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,1.507815985107422,mlp,16384
64,NA,2048,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.02671923189163207,mlp,4096
128,NA,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
2,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.01051059198379516,mlp,2048
2,NA,16384,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.33750712280273437,mlp,8192
128,NA,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.1807801872253418,mlp,2048
64,NA,8192,16,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
32,NA,2048,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.02715765743255615,mlp,8192
64,NA,4096,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.3734397430419922,mlp,16384
64,NA,16384,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.6786059295654298,mlp,4096
128,NA,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.3753773559570313,mlp,8192
32,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.17133419723510743,mlp,2048
16,NA,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.09514408988952636,mlp,16384
128,NA,8192,128,2,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
64,NA,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.7157896697998047,mlp,8192
64,NA,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.6770964019775391,mlp,4096
32,NA,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.1823762924194336,mlp,8192
64,NA,2048,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.00155212800502777,mlp,256
128,NA,16384,128,2,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
16,NA,8192,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.17297136688232423,mlp,8192
8,NA,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.17351034851074215,mlp,16384
128,NA,4096,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.10129781761169436,mlp,4096
64,NA,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
32,NA,4096,32,1,a100,108,54,7,6912,432,40,40,1555,0,0.04533048343658447,mlp,1024
64,NA,1024,16,2,a100,108,54,7,6912,432,40,40,1555,0,0.02727367668151855,mlp,8192
64,NA,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.352532633972168,mlp,4096
128,NA,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
16,NA,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.6789177825927734,mlp,8192
32,NA,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.18193940658569335,mlp,8192
128,NA,16384,8,4,a100,108,54,7,6912,432,40,40,1555,0,1.771095245361328,mlp,2048
64,NA,2048,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.2123556846618652,mlp,16384
64,NA,8192,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.3423747085571288,mlp,4096
32,NA,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
64,NA,4096,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.3633287673950195,mlp,8192
128,NA,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
8,NA,4096,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.00592583680152893,mlp,4096
8,NA,8192,64,2,a100,108,54,7,6912,432,40,40,1555,0,0.3414979049682617,mlp,16384
128,NA,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
64,NA,4096,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.10023142356872558,mlp,8192
32,NA,8192,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.08583383026123045,mlp,2048
64,NA,16384,32,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
64,NA,8192,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.04400512008666991,mlp,1024
128,NA,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
32,NA,2048,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.05125852146148681,mlp,4096
16,NA,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.17175997390747072,mlp,8192
128,NA,2048,32,2,a100,108,54,7,6912,432,40,40,1555,0,0.1054917636871338,mlp,4096
64,NA,16384,64,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
64,NA,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.3632129028320312,mlp,8192
32,NA,4096,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.10085094451904296,mlp,16384
64,NA,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.34445567779541014,mlp,4096
128,NA,4096,8,2,a100,108,54,7,6912,432,40,40,1555,0,0.7211685302734375,mlp,8192
8,NA,16384,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.02020152311325073,mlp,512
16,NA,2048,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.01328363528251648,mlp,8192
128,NA,8192,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.08816419830322267,mlp,1024
64,NA,8192,32,4,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
32,NA,16384,128,2,a100,108,54,7,6912,432,40,40,1555,0,1.4000815185546878,mlp,4096
64,NA,16384,128,1,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
64,NA,4096,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.18886287307739255,mlp,8192
128,NA,16384,64,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
16,NA,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.02345794553756714,mlp,4096
32,NA,16384,16,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
128,NA,8192,128,2,a100,108,54,7,6912,432,40,40,1555,0,1.5031579040527343,mlp,4096
64,NA,8192,32,2,a100,108,54,7,6912,432,40,40,1555,0,1.5108976623535155,mlp,8192
64,NA,4096,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.04743587837219238,mlp,2048
32,NA,8192,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.34485325164794917,mlp,8192
64,NA,16384,64,2,a100,108,54,7,6912,432,40,40,1555,0,1.4062910888671876,mlp,2048
128,NA,1024,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.05956536312103271,mlp,16384
4,NA,8192,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.02199864320755005,mlp,8192
2,NA,8192,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.02150773763656616,mlp,8192
128,NA,16384,32,8,a100,108,54,7,6912,432,40,40,1555,0,0.20947758102416988,mlp,512
64,NA,1024,64,8,a100,108,54,7,6912,432,40,40,1555,0,0.01554585599899291,mlp,16384
32,NA,8192,64,1,a100,108,54,7,6912,432,40,40,1555,0,0.8429157409667969,mlp,4096
64,NA,16384,32,2,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,16384
64,NA,4096,64,4,a100,108,54,7,6912,432,40,40,1555,0,0.1901488655090332,mlp,8192
128,NA,8192,16,8,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
32,NA,4096,128,4,a100,108,54,7,6912,432,40,40,1555,0,0.04726988830566407,mlp,4096
16,NA,16384,128,8,a100,108,54,7,6912,432,40,40,1555,0,0.6931078155517578,mlp,16384
128,NA,4096,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.1911205863952637,mlp,4096
64,NA,16384,128,2,a100,108,54,7,6912,432,40,40,1555,0,NA,mlp,8192
64,NA,4096,16,4,a100,108,54,7,6912,432,40,40,1555,0,0.04713630714416504,mlp,2048
32,NA,2048,32,4,a100,108,54,7,6912,432,40,40,1555,0,0.02627276792526245,mlp,8192
