type,gpus,ubatch,coef,total_time_ms,total_time_ms_ci
roofline,1,1,no,0.568881984,0
roofline,1,2,no,1.114553856,0
roofline,1,4,no,2.205895488,0
roofline,1,8,no,4.388580224,0
roofline,128,1,no,0.7361473519999999,0
roofline,128,2,no,1.279047512,0
roofline,128,4,no,2.364845976,0
roofline,128,8,no,4.5364441200000005,0
roofline,16,1,no,0.668571328,0
roofline,16,2,no,1.211471488,0
roofline,16,4,no,2.297269952,0
roofline,16,8,no,4.468868096,0
roofline,2,1,no,0.61816796,0
roofline,2,2,no,1.1610681200000001,0
roofline,2,4,no,2.2468665839999997,0
roofline,2,8,no,4.423555696,0
roofline,32,1,no,0.6775193199999999,0
roofline,32,2,no,1.22041948,0
roofline,32,4,no,2.306217944,0
roofline,32,8,no,4.477816088000001,0
roofline,4,1,no,0.6448299279999999,0
roofline,4,2,no,1.187730088,0
roofline,4,4,no,2.273528552,0
roofline,4,8,no,4.447187408,0
roofline,64,1,no,0.6956635280000001,0
roofline,64,2,no,1.2385636880000002,0
roofline,64,4,no,2.324362152,0
roofline,64,8,no,4.495960296,0
roofline,8,1,no,0.6592304880000001,0
roofline,8,2,no,1.202130648,0
roofline,8,4,no,2.287929112,0
roofline,8,8,no,4.459880448,0
real,128,1,NA,1.8245562672615052,0.0019414040929485656
real,128,2,NA,2.2866021037101745,0.004611082402912742
real,16,1,NA,1.3577665448188783,0.0018063294978208223
real,16,2,NA,1.8259960412979126,0.0055220319754337235
real,1,1,NA,0.8688737869262695,0.014422186109703822
real,1,2,NA,1.5539122819900513,0.010256160450380105
real,1,4,NA,2.9288176536560058,0.009105459750614475
real,1,8,NA,5.643936741352081,0.0064201115872156225
real,2,1,NA,1.0518826127052308,0.03585026134185123
real,2,2,NA,1.8002147793769836,0.03178929448516519
real,2,4,NA,3.369495177268982,0.024329554884529654
real,2,8,NA,6.435111939907074,0.01260431570807674
real,32,1,NA,1.612074041366577,0.0027414311533257166
real,32,2,NA,2.0765108942985533,0.0035731527892368057
real,4,1,NA,1.002911341190338,0.03517727437768447
real,4,2,NA,1.735420048236847,0.030067443660870653
real,4,4,NA,3.274771535396576,0.030069429619822965
real,4,8,NA,6.282730352878571,0.0266683275562786
real,64,1,NA,1.7365200519561768,0.0034086084261528786
real,64,2,NA,2.206841731071472,0.008026005257401986
real,8,1,NA,1.0357391119003296,0.0738828048351121
real,8,2,NA,1.7516148686408997,0.040052184618416246
real,8,4,NA,3.339084041118622,0.074149164816015
real,8,8,NA,6.1670799374580385,0.04506120188099549
