,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in_embedding,roofline_llama-7b_ubatch_4,2038.304000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,46958.056000,0.432000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layernorm1,roofline_llama-7b_ubatch_4,320.624000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,roofline_llama-7b_ubatch_4,2222.352000,1111.176000,1111.176000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,roofline_llama-7b_ubatch_4,2222.352000,1111.176000,1111.176000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V,roofline_llama-7b_ubatch_4,2222.352000,1111.176000,1111.176000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QK,roofline_llama-7b_ubatch_4,45.072000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QKV,roofline_llama-7b_ubatch_4,45.072000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concat,roofline_llama-7b_ubatch_4,2222.352000,1111.176000,1111.176000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residual1,roofline_llama-7b_ubatch_4,320.624000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layernorm2,roofline_llama-7b_ubatch_4,320.624000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp1,roofline_llama-7b_ubatch_4,5972.576000,2986.288000,2986.288000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp2,roofline_llama-7b_ubatch_4,5972.576000,2986.288000,2986.288000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
residual2,roofline_llama-7b_ubatch_4,160.312000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out_embedding,roofline_llama-7b_ubatch_4,2038.304000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46958.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
