,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,3457.024000,1728.512000,1728.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,775814.816000,49583.544000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,47874.032000,23937.016000,23937.016000,0.000000,4974.812000,0.000000,0.000000,12233.345000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,851.952000,425.976000,425.976000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,3457.024000,1728.512000,1728.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,40697.856000,20348.928000,20348.928000,0.000000,7420.883000,0.000000,0.000000,15648.037000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,425.976000,425.976000,425.976000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,3457.024000,1728.512000,1728.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,47874.032000,23937.016000,23937.016000,0.000000,4974.810000,0.000000,0.000000,12233.345000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,851.952000,425.976000,425.976000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,3457.024000,1728.512000,1728.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,40697.856000,20348.928000,20348.928000,0.000000,7420.882000,0.000000,0.000000,15648.039000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,425.976000,425.976000,425.976000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,3457.024000,1728.512000,1728.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,47874.032000,23937.016000,23937.016000,0.000000,4974.812000,0.000000,0.000000,12233.344000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,851.952000,425.976000,425.976000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,3457.024000,1728.512000,1728.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,40697.856000,20348.928000,20348.928000,0.000000,7420.881000,0.000000,0.000000,15648.037000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,425.976000,425.976000,425.976000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,3457.024000,1728.512000,1728.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,825398.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
