,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,3106.192000,1553.096000,1553.096000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,678078.752000,43081.275000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,45182.064000,22591.032000,22591.032000,0.000000,4246.524000,0.000000,0.000000,10648.346000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,714.736000,357.368000,357.368000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,3106.192000,1553.096000,1553.096000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,32114.608000,16057.304000,16057.304000,0.000000,6523.603000,0.000000,0.000000,13800.309000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,357.368000,357.368000,357.368000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,3106.192000,1553.096000,1553.096000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,45182.064000,22591.032000,22591.032000,0.000000,4246.525000,0.000000,0.000000,10648.347000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,714.736000,357.368000,357.368000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,3106.192000,1553.096000,1553.096000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,32114.608000,16057.304000,16057.304000,0.000000,6523.601000,0.000000,0.000000,13800.308000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,357.368000,357.368000,357.368000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,3106.192000,1553.096000,1553.096000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,45182.064000,22591.032000,22591.032000,0.000000,4246.527000,0.000000,0.000000,10648.349000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,714.736000,357.368000,357.368000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,3106.192000,1553.096000,1553.096000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,32114.608000,16057.304000,16057.304000,0.000000,6523.600000,0.000000,0.000000,13800.308000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,357.368000,357.368000,357.368000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,721160.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
