,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_8,19972.080000,9986.040000,9986.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6235599.449000,6235389.472000,209.977000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_8,380551.168000,190275.584000,190275.584000,0.000000,0.000000,0.000000,0.000000,12474.737000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_8,4046.832000,2023.416000,2023.416000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_8,19972.080000,9986.040000,9986.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_8,351846.400000,175923.200000,175923.200000,0.000000,52.303000,0.000000,0.000000,16404.161000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_8,2023.416000,2023.416000,2023.416000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_8,19972.080000,9986.040000,9986.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_8,380551.168000,190275.584000,190275.584000,0.000000,0.000000,0.000000,0.000000,12474.741000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_8,4046.832000,2023.416000,2023.416000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_8,19972.080000,9986.040000,9986.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_8,351846.400000,175923.200000,175923.200000,0.000000,52.303000,0.000000,0.000000,16404.162000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_8,2023.416000,2023.416000,2023.416000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_8,19972.080000,9986.040000,9986.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_8,380551.168000,190275.584000,190275.584000,0.000000,0.000000,0.000000,0.000000,12474.740000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_8,4046.832000,2023.416000,2023.416000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6235599.449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
