,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_1,6257.088000,3128.544000,3128.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,1570252.576000,11918.045000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_1,107062.096000,53531.048000,53531.048000,0.000000,733.590000,0.000000,0.000000,10306.817000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_1,1841.712000,920.856000,920.856000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_1,6257.088000,3128.544000,3128.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama2_7b_ubatch_1,73482.304000,36741.152000,36741.152000,0.000000,2245.730000,0.000000,0.000000,13800.309000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama2_7b_ubatch_1,920.856000,920.856000,920.856000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_1,6257.088000,3128.544000,3128.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_1,107062.096000,53531.048000,53531.048000,0.000000,733.590000,0.000000,0.000000,10306.817000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_1,1841.712000,920.856000,920.856000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_1,6257.088000,3128.544000,3128.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama2_7b_ubatch_1,73482.304000,36741.152000,36741.152000,0.000000,2245.729000,0.000000,0.000000,13800.308000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama2_7b_ubatch_1,920.856000,920.856000,920.856000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama2_7b_ubatch_1,6257.088000,3128.544000,3128.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama2_7b_ubatch_1,107062.096000,53531.048000,53531.048000,0.000000,733.590000,0.000000,0.000000,10306.816000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama2_7b_ubatch_1,1841.712000,920.856000,920.856000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama2_7b_ubatch_1,6257.088000,3128.544000,3128.544000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama2_7b_ubatch_1,73482.304000,36741.152000,36741.152000,0.000000,2245.729000,0.000000,0.000000,13800.308000,0.000000,1582170.621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
