,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,3185.792000,1592.896000,1592.896000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,657995.744000,54022.840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,44886.000000,22443.000000,22443.000000,0.000000,5665.340000,0.000000,0.000000,12504.577000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,703.888000,351.944000,351.944000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,3185.792000,1592.896000,1592.896000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,29760.080000,14880.040000,14880.040000,0.000000,7840.179000,0.000000,0.000000,15648.037000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,351.944000,351.944000,351.944000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,3185.792000,1592.896000,1592.896000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,44886.000000,22443.000000,22443.000000,0.000000,5665.338000,0.000000,0.000000,12504.577000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,703.888000,351.944000,351.944000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,3185.792000,1592.896000,1592.896000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,29760.080000,14880.040000,14880.040000,0.000000,7840.178000,0.000000,0.000000,15648.039000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,351.944000,351.944000,351.944000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,3185.792000,1592.896000,1592.896000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,44886.000000,22443.000000,22443.000000,0.000000,5665.340000,0.000000,0.000000,12504.576000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,703.888000,351.944000,351.944000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,3185.792000,1592.896000,1592.896000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,29760.080000,14880.040000,14880.040000,0.000000,7840.177000,0.000000,0.000000,15648.037000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,351.944000,351.944000,351.944000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,3185.792000,1592.896000,1592.896000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,44886.000000,22443.000000,22443.000000,0.000000,5665.343000,0.000000,0.000000,12504.580000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,703.888000,351.944000,351.944000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,3185.792000,1592.896000,1592.896000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,29760.080000,14880.040000,14880.040000,0.000000,7840.177000,0.000000,0.000000,15648.035000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,351.944000,351.944000,351.944000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712018.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
