,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,6486.352000,3243.176000,3243.176000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1587409.120000,1569489.152000,17919.968000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,89210.272000,44605.136000,44605.136000,0.000000,1089.928000,0.000000,0.000000,11780.240000,0.000000,1587409.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,1853.632000,926.816000,926.816000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1587409.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,6486.352000,3243.176000,3243.176000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1587409.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_1,90759.312000,45379.656000,45379.656000,0.000000,3389.872000,0.000000,0.000000,15648.032000,0.000000,1587409.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_1,926.816000,926.816000,926.816000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1587409.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_1,6486.352000,3243.176000,3243.176000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1587409.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_1,89210.272000,44605.136000,44605.136000,0.000000,1089.928000,0.000000,0.000000,11780.253000,0.000000,1587409.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_1,1853.632000,926.816000,926.816000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1587409.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_1,6486.352000,3243.176000,3243.176000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1587409.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
